PdfType: error
Format: lhagrid1
---
1.000000e-09 1.131190e-09 1.381630e-09 1.687530e-09 2.061150e-09 2.517500e-09 3.074880e-09 3.755670e-09 4.587180e-09 5.602800e-09 6.843270e-09 8.358390e-09 1.020900e-08 1.246930e-08 1.523000e-08 1.860190e-08 2.272050e-08 2.775080e-08 3.389490e-08 4.139940e-08 5.056530e-08 6.176060e-08 7.543460e-08 9.213600e-08 1.125350e-07 1.374510e-07 1.678830e-07 2.050520e-07 2.504520e-07 3.059020e-07 3.736300e-07 4.563530e-07 5.573900e-07 6.807980e-07 8.315290e-07 1.015630e-06 1.240500e-06 1.515140e-06 1.850600e-06 2.260330e-06 2.760770e-06 3.372020e-06 4.118590e-06 5.030460e-06 6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.295000e+00 1.298750e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
 0.00000000e+00 -4.97857462e-07 1.35023049e+00 2.72788011e+00 2.72618329e+00 2.72618329e+00 2.72788011e+00 1.35023049e+00 -4.97857462e-07 0.00000000e+00 2.68156067e-04
 0.00000000e+00 4.46760174e-07 1.35835263e+00 2.73572678e+00 2.73402995e+00 2.73402995e+00 2.73572678e+00 1.35835263e+00 4.46760174e-07 0.00000000e+00 -1.64256210e-02
 -0.00000000e+00 -3.74222594e-02 1.73680945e+00 3.10297201e+00 3.10122631e+00 3.10122631e+00 3.10297938e+00 1.73680945e+00 -3.74222594e-02 -0.00000000e+00 -2.83917787e-01
 -0.00000000e+00 3.92892801e-01 2.15496668e+00 3.51137821e+00 3.50959257e+00 3.50959257e+00 3.51138558e+00 2.15496668e+00 3.92892801e-01 -0.00000000e+00 -9.86584404e-01
 -0.00000000e+00 8.84414717e-01 2.63494065e+00 3.98213340e+00 3.98029597e+00 3.98029597e+00 3.98213340e+00 2.63494065e+00 8.84414717e-01 -0.00000000e+00 -6.18475588e-01
 -0.00000000e+00 1.45885071e+00 3.19840049e+00 4.53683114e+00 4.53495191e+00 4.53495191e+00 4.53683561e+00 3.19840049e+00 1.45885071e+00 -0.00000000e+00 1.51793003e+00
 -0.00000000e+00 2.14069139e+00 3.86977032e+00 5.19983420e+00 5.19790872e+00 5.19791609e+00 5.19983420e+00 3.86977032e+00 2.14069139e+00 -0.00000000e+00 6.31630243e+00
 -0.00000000e+00 2.95753984e+00 4.67658294e+00 5.99862220e+00 5.99666228e+00 5.99666228e+00 5.99863219e+00 4.67658294e+00 2.95753984e+00 -0.00000000e+00 1.48810833e+01
 -0.00000000e+00 3.94008513e+00 5.64948252e+00 6.96380883e+00 6.96180637e+00 6.96180898e+00 6.96382068e+00 5.64948252e+00 3.94008513e+00 -0.00000000e+00 2.85332107e+01
 -0.00000000e+00 5.12389003e+00 6.82398368e+00 8.13086579e+00 8.12881967e+00 8.12881967e+00 8.13087578e+00 6.82398368e+00 5.12389003e+00 -0.00000000e+00 4.88394827e+01
 -1.24539262e-05 6.54831592e+00 8.23940514e+00 9.53908621e+00 9.53699567e+00 9.53700304e+00 9.53909358e+00 8.23940514e+00 6.54831592e+00 -1.24539262e-05 7.76045310e+01
 2.30404935e-01 8.45419030e+00 1.01357478e+01 1.14277824e+01 1.14256679e+01 1.14256679e+01 1.14277879e+01 1.01357478e+01 8.45419030e+00 2.30404935e-01 1.21830686e+02
 2.58571966e+00 1.07600381e+01 1.24325595e+01 1.37173767e+01 1.37151291e+01 1.37152010e+01 1.37173748e+01 1.24325595e+01 1.07600381e+01 2.58571966e+00 1.75729107e+02
 5.41736586e+00 1.35431026e+01 1.52067649e+01 1.64844913e+01 1.64823230e+01 1.64823230e+01 1.64844913e+01 1.52067649e+01 1.35431026e+01 5.41736586e+00 2.47370946e+02
 8.81291543e+00 1.68910587e+01 1.85460637e+01 1.98167690e+01 1.98145746e+01 1.98145746e+01 1.98168427e+01 1.85460637e+01 1.68910587e+01 8.81291543e+00 3.40606844e+02
 1.28742896e+01 2.09056970e+01 2.25521118e+01 2.38160328e+01 2.38137647e+01 2.38137647e+01 2.38161065e+01 2.25521118e+01 2.09056970e+01 1.28742896e+01 4.59873057e+02
 1.77179072e+01 2.57032726e+01 2.73413138e+01 2.85986412e+01 2.85962547e+01 2.85962547e+01 2.85986412e+01 2.73413138e+01 2.57032726e+01 1.77179072e+01 6.10214530e+02
 2.34722943e+01 3.14124103e+01 3.30422345e+01 3.42929670e+01 3.42905357e+01 3.42905357e+01 3.42929484e+01 3.30422345e+01 3.14124103e+01 2.34722943e+01 7.97207443e+02
 3.02875366e+01 3.81830083e+01 3.98047956e+01 4.10489787e+01 4.10465660e+01 4.10466107e+01 4.10489787e+01 3.98047956e+01 3.81830083e+01 3.02875366e+01 1.02724695e+03
 3.83266294e+01 4.61781579e+01 4.77919913e+01 4.90297977e+01 4.90273114e+01 4.90273851e+01 4.90298715e+01 4.77919913e+01 4.61781579e+01 3.83266294e+01 1.30727019e+03
 4.77773292e+01 5.55855212e+01 5.71914267e+01 5.84229666e+01 5.84204988e+01 5.84204988e+01 5.84229666e+01 5.71914267e+01 5.55855212e+01 4.77773292e+01 1.64513365e+03
 5.88500516e+01 6.66153611e+01 6.82135108e+01 6.94388909e+01 6.94363784e+01 6.94363784e+01 6.94389460e+01 6.82135108e+01 6.66153611e+01 5.88500516e+01 2.04952823e+03
 7.17723223e+01 7.94953468e+01 8.10858502e+01 8.23051635e+01 8.23024774e+01 8.23025326e+01 8.23051635e+01 8.10858502e+01 7.94953468e+01 7.17723223e+01 2.52976519e+03
 8.68075133e+01 9.44887701e+01 9.60717806e+01 9.72849261e+01 9.72821320e+01 9.72821320e+01 9.72849261e+01 9.60717806e+01 9.44887701e+01 8.68075133e+01 3.09644167e+03
 1.04235416e+02 1.11875015e+02 1.13450624e+02 1.14658089e+02 1.14655259e+02 1.14655314e+02 1.14658089e+02 1.13450624e+02 1.11875015e+02 1.04235416e+02 3.76066921e+03
 1.24373726e+02 1.31972965e+02 1.33541577e+02 1.34742252e+02 1.34739863e+02 1.34739863e+02 1.34742252e+02 1.33541577e+02 1.31972965e+02 1.24373726e+02 4.53490350e+03
 1.47577259e+02 1.55135633e+02 1.56695952e+02 1.57891719e+02 1.57888538e+02 1.57888538e+02 1.57891719e+02 1.56695952e+02 1.55135633e+02 1.47577259e+02 5.43273682e+03
