# mu value:
1.414214
# num_x_vals
36
# x, INITIALPDFS_SAL5, SAL, ratio, DeltaPDFs
0.0001, 3.5973, 5.14321, 0.699428, 2096.81
0.0002, 3.10683, 3.46353, 0.897014, 845.289
0.0003, 2.85011, 2.74811, 1.03712, 496.857
0.0004, 2.68015, 2.3317, 1.14944, 340.665
0.0005, 2.55489, 2.05258, 1.24472, 254.22
0.0006, 2.4566, 1.8495, 1.32825, 200.184
0.0007, 2.37617, 1.69337, 1.40322, 163.504
0.0008, 2.30846, 1.5688, 1.47148, 137.227
0.0009, 2.25018, 1.4665, 1.53439, 117.576
0.001, 2.19916, 1.38058, 1.59293, 102.381
0.002, 1.88799, 0.927195, 2.03624, 41.2101
0.003, 1.72366, 0.733686, 2.34932, 24.2101
0.004, 1.61395, 0.62083, 2.59966, 16.6074
0.005, 1.53239, 0.545031, 2.81157, 12.4121
0.006, 1.46787, 0.489775, 2.99704, 9.79897
0.007, 1.41465, 0.447209, 3.16329, 8.03248
0.008, 1.36949, 0.413185, 3.31446, 6.77297
0.009, 1.33031, 0.385191, 3.45364, 5.83597
0.01, 1.29574, 0.361634, 3.58302, 5.11558
0.02, 1.07739, 0.236297, 4.55949, 2.29724
0.03, 0.954056, 0.181862, 5.24605, 1.56995
0.04, 0.866866, 0.149627, 5.79353, 1.25796
0.05, 0.798773, 0.12768, 6.25605, 1.08481
0.06, 0.742528, 0.111487, 6.66021, 0.971907
0.07, 0.694354, 0.098881, 7.02212, 0.889895
0.08, 0.652098, 0.0887105, 7.35086, 0.826075
0.09, 0.614345, 0.0802748, 7.65302, 0.773522
0.1, 0.580224, 0.0731293, 7.93422, 0.729674
0.2, 0.347882, 0.0345977, 10.0551, 0.47382
0.3, 0.21247, 0.018395, 11.5504, 0.331991
0.4, 0.125513, 0.00983206, 12.7657, 0.227891
0.5, 0.0693776, 0.00501027, 13.8471, 0.145126
0.6, 0.0345148, 0.00231206, 14.9282, 0.0819327
0.7, 0.0144791, 0.000893351, 16.2077, 0.0376759
0.8, 0.00451401, 0.000245301, 18.402, 0.012004
0.9, 0.000756565, 2.86758e-05, 26.3834, 0.00157979
0.0001, 0.00878062, 0.283756, 0.0309442, 2.56967
0.0002, 0.00844744, 0.253999, 0.0332578, 1.03475
0.0003, 0.00848958, 0.238077, 0.035659, 0.607319
0.0004, 0.00865027, 0.227399, 0.0380401, 0.415693
0.0005, 0.00886226, 0.219457, 0.0403826, 0.309659
0.0006, 0.00909959, 0.213184, 0.0426842, 0.243425
0.0007, 0.00935006, 0.208025, 0.0449468, 0.198525
0.0008, 0.00960742, 0.203664, 0.0471729, 0.166434
0.0009, 0.00986807, 0.199898, 0.0493654, 0.142515
0.001, 0.0101299, 0.196593, 0.051527, 0.124106
0.002, 0.0126665, 0.176321, 0.0718376, 0.0534551
0.003, 0.0149912, 0.165628, 0.0905111, 0.0391722
0.004, 0.0171391, 0.158566, 0.108088, 0.0363026
0.005, 0.0191495, 0.153398, 0.124835, 0.0365413
0.006, 0.0210497, 0.149385, 0.140909, 0.0376567
0.007, 0.0228592, 0.146142, 0.156418, 0.0389856
0.008, 0.024592, 0.143449, 0.171434, 0.0403168
0.009, 0.0262589, 0.141167, 0.186013, 0.0415824
0.01, 0.0278681, 0.139202, 0.200199, 0.0427641
0.02, 0.0417968, 0.128267, 0.325857, 0.0509131
0.03, 0.0533105, 0.123702, 0.430958, 0.0554515
0.04, 0.0633631, 0.121382, 0.522014, 0.0583102
0.05, 0.0723713, 0.120111, 0.602535, 0.0601983
0.06, 0.0805662, 0.11939, 0.674815, 0.061457
0.07, 0.0880951, 0.118965, 0.740511, 0.0622815
0.08, 0.0950572, 0.118699, 0.800825, 0.0627918
0.09, 0.101526, 0.118508, 0.8567, 0.0630724
0.1, 0.107556, 0.11834, 0.908873, 0.0631756
0.2, 0.150369, 0.114496, 1.31332, 0.0604957
0.3, 0.171441, 0.106447, 1.61057, 0.0572119
0.4, 0.177503, 0.0973483, 1.82338, 0.0518016
0.5, 0.171865, 0.0896619, 1.91682, 0.293917
0.6, 0.156563, 0.0844964, 1.8529, 0.0727313
