# mu value:
1.300000
# num_x_vals
36
# x, INITIALPDFS_SAL5, SAL, ratio, DeltaPDFs
0.0001, 3.10402, 4.85535, 0.6393, 2152.14
0.0002, 2.69727, 3.2409, 0.832258, 867.608
0.0003, 2.48422, 2.55496, 0.972313, 509.983
0.0004, 2.34311, 2.15646, 1.08655, 349.667
0.0005, 2.23906, 1.88976, 1.18484, 260.938
0.0006, 2.15738, 1.69598, 1.27206, 205.475
0.0007, 2.09053, 1.54718, 1.35119, 167.825
0.0008, 2.03423, 1.4286, 1.42394, 140.853
0.0009, 1.98576, 1.33132, 1.49158, 120.682
0.001, 1.94331, 1.24969, 1.55503, 105.085
0.002, 1.68409, 0.820661, 2.05212, 42.2892
0.003, 1.54688, 0.638848, 2.42136, 24.8342
0.004, 1.45506, 0.533415, 2.72783, 17.0262
0.005, 1.38668, 0.462954, 2.99529, 12.7166
0.006, 1.33247, 0.411821, 3.23557, 10.0316
0.007, 1.28768, 0.372597, 3.45595, 8.2161
0.008, 1.24959, 0.341368, 3.66054, 6.92137
0.009, 1.2165, 0.315772, 3.85246, 5.95801
0.01, 1.18725, 0.294311, 4.03399, 5.21724
0.02, 1.00102, 0.181833, 5.50517, 2.32074
0.03, 0.894287, 0.134405, 6.65366, 1.57872
0.04, 0.817914, 0.107006, 7.6436, 1.26475
0.05, 0.757649, 0.0887576, 8.53616, 1.09293
0.06, 0.707415, 0.0755578, 9.36257, 0.982047
0.07, 0.664046, 0.0654653, 10.1435, 0.902002
0.08, 0.62573, 0.0574526, 10.8912, 0.839849
0.09, 0.591295, 0.0509698, 11.6009, 0.789012
0.1, 0.559955, 0.0454818, 12.3116, 0.7459
0.2, 0.341841, 0.0170495, 20.0499, 0.491289
0.3, 0.21098, 0.00639344, 32.9994, 0.349041
0.4, 0.125354, 0.00126051, 99.4471, 0.24302
0.5, 0.0693421, -0.00122249, -56.722, 0.157303
0.6, 0.0342181, -0.00226269, -15.1227, 0.0899924
0.7, 0.0139927, -0.00227384, -6.15378, 0.042177
0.8, 0.00403554, -0.00170359, -2.36884, 0.0137834
0.9, 0.00049257, -0.000823148, -0.598398, 0.00188659
0.0001, 0.00115101, 0.275961, 0.00417093, 0.0114836
0.0002, 0.00182657, 0.24899, 0.00733592, 0.0141313
0.0003, 0.0023932, 0.234241, 0.0102168, 0.0159522
0.0004, 0.002899, 0.22424, 0.0129282, 0.0173828
0.0005, 0.00336389, 0.216747, 0.0155199, 0.0185782
0.0006, 0.00379855, 0.210799, 0.0180198, 0.0196138
0.0007, 0.00420962, 0.205887, 0.0204463, 0.020533
0.0008, 0.00460148, 0.201722, 0.022811, 0.0213625
0.0009, 0.00497729, 0.198116, 0.0251231, 0.0221207
0.001, 0.0053394, 0.194944, 0.0273894, 0.0228206
0.002, 0.00847404, 0.175353, 0.0483255, 0.0279633
0.003, 0.0111005, 0.164932, 0.0673033, 0.0314311
0.004, 0.0134416, 0.158016, 0.0850648, 0.0341043
0.005, 0.0155901, 0.15294, 0.101936, 0.0362974
0.006, 0.0175954, 0.148987, 0.1181, 0.0381634
0.007, 0.0194886, 0.145786, 0.133679, 0.0397905
0.008, 0.02129, 0.143124, 0.148752, 0.0412331
0.009, 0.0230143, 0.140865, 0.163379, 0.042529
0.01, 0.0246725, 0.138916, 0.177608, 0.0437047
0.02, 0.0388704, 0.128011, 0.303649, 0.0516321
0.03, 0.0505038, 0.123409, 0.409239, 0.0561111
0.04, 0.0606307, 0.121043, 0.5009, 0.0589775
0.05, 0.0696955, 0.119731, 0.582102, 0.0608945
0.06, 0.0779398, 0.118973, 0.655107, 0.0621874
0.07, 0.0855157, 0.118517, 0.721551, 0.0630449
0.08, 0.0925251, 0.118224, 0.782624, 0.0635847
0.09, 0.0990424, 0.118012, 0.839259, 0.0638881
0.1, 0.105124, 0.117826, 0.892195, 0.0640128
0.2, 0.148584, 0.113897, 1.30454, 0.0613628
0.3, 0.170456, 0.105764, 1.61167, 0.0578993
0.4, 0.177285, 0.096479, 1.83755, 0.0521322
0.5, 0.172205, 0.088491, 1.94601, 0.312859
0.6, 0.157071, 0.0828991, 1.89473, 0.0743983
0.7, 0.133053, 0.0795783, 1.67197, 0.062056
0.8, 0.100815, 0.0769751, 1.3097, 0.0489935
0.9, 0.0604021, 0.070946, 0.851382, 0.0311426
0.0001, 0.00116262, 0.276094, 0.00421097, 0.0114787
0.0002, 0.00184979, 0.249258, 0.00742117, 0.0141215
0.0003, 0.00242802, 0.234645, 0.0103476, 0.0159375
0.0004, 0.00294541, 0.22478, 0.0131036, 0.0173631
0.0005, 0.00342188, 0.217424, 0.0157383, 0.0185535
0.0006, 0.00386812, 0.211612, 0.0182793, 0.0195842
0.0007, 0.00429077, 0.206837, 0.0207447, 0.0204984
0.0008, 0.0046942, 0.202809, 0.0231459, 0.021323
0.0009, 0.00508157, 0.19934, 0.0254919, 0.0220761
0.001, 0.00545524, 0.196306, 0.0277895, 0.022771
0.002, 0.00870509, 0.178087, 0.048881, 0.0278638
0.003, 0.0114461, 0.169036, 0.0677141, 0.0312816
0.004, 0.0139013, 0.163485, 0.0850309, 0.033905
0.005, 0.0161631, 0.159767, 0.101167, 0.0360485
0.006, 0.0182813, 0.157165, 0.116319, 0.0378651
0.007, 0.0202866, 0.155306, 0.130623, 0.0394428
0.008, 0.0221996, 0.153979, 0.144173, 0.0408365
0.009, 0.0240349, 0.153045, 0.157045, 0.0420835
0.01, 0.0258035, 0.152413, 0.1693, 0.0432106
0.02, 0.0410733, 0.154184, 0.266391, 0.0506638
0.03, 0.0537216, 0.161354, 0.332943, 0.0546894
0.04, 0.064809, 0.169884, 0.38149, 0.0571214
0.05, 0.0747816, 0.178632, 0.418636, 0.0586205
0.06, 0.0838837, 0.187145, 0.448229, 0.0595101
0.07, 0.0922692, 0.195216, 0.472652, 0.0599772
0.08, 0.100042, 0.202751, 0.493423, 0.0601375
0.09, 0.107279, 0.209712, 0.511556, 0.0600706
0.1, 0.114038, 0.216083, 0.527753, 0.0598327
0.2, 0.162382, 0.251786, 0.644922, 0.0536422
0.3, 0.186868, 0.255338, 0.731844, 0.0456737
0.4, 0.195431, 0.248113, 0.787671, 0.0397918
0.5, 0.192236, 0.242688, 0.792112, 1.10111
0.6, 0.179801, 0.244701, 0.73478, 0.127364
0.7, 0.159532, 0.254323, 0.627282, 0.0959779
0.8, 0.13173, 0.265768, 0.495657, 0.0782132
0.9, 0.0947809, 0.262793, 0.360668, 0.0581192
0.0001, 0.000348013, 0.0767062, 0.00453696, 0.00344395
0.0002, 0.000553389, 0.0706689, 0.00783072, 0.00423711
0.0003, 0.000726085, 0.0671362, 0.0108151, 0.00478224
0.0004, 0.00088053, 0.0646677, 0.0136162, 0.00521024
0.0005, 0.0010227, 0.0627869, 0.0162884, 0.0055677
0.0006, 0.0011558, 0.0612778, 0.0188616, 0.00587724
0.0007, 0.00128182, 0.0600234, 0.0213553, 0.00615184
0.0008, 0.00140208, 0.0589551, 0.0237821, 0.00639952
0.0009, 0.00151752, 0.0580279, 0.0261515, 0.00662581
0.001, 0.00162885, 0.0572112, 0.0284708, 0.0068346
0.002, 0.00259612, 0.0521961, 0.0497379, 0.00836576
0.003, 0.00341079, 0.0496199, 0.0687383, 0.00939445
0.004, 0.00413975, 0.047998, 0.0862483, 0.0101848
0.005, 0.00481073, 0.0468819, 0.102614, 0.0108311
0.006, 0.00543866, 0.0460767, 0.118035, 0.0113794
0.007, 0.00603279, 0.0454801, 0.132647, 0.011856
0.008, 0.00659924, 0.045033, 0.146542, 0.0122774
0.009, 0.00714243, 0.0446975, 0.159795, 0.0126547
0.01, 0.00766566, 0.0444479, 0.172464, 0.0129961
0.02, 0.0121751, 0.0442805, 0.274954, 0.0152637
0.03, 0.015902, 0.0457089, 0.347896, 0.0165015
0.04, 0.0191641, 0.0475777, 0.402797, 0.01726
0.05, 0.0220954, 0.0495554, 0.445873, 0.0177376
0.06, 0.0247688, 0.0515086, 0.480868, 0.0180313
0.07, 0.0272305, 0.0533747, 0.510177, 0.0181973
0.08, 0.0295115, 0.0551239, 0.535367, 0.0182706
0.09, 0.0316346, 0.0567422, 0.557515, 0.018275
0.1, 0.0336172, 0.0582234, 0.577382, 0.0182276
0.2, 0.0477947, 0.0663258, 0.720605, 0.0165977
0.3, 0.0549662, 0.0666235, 0.825027, 0.0144424
0.4, 0.0574196, 0.064323, 0.892676, 0.0117349
0.5, 0.0563354, 0.0625265, 0.900985, 0.277702
0.6, 0.052425, 0.0626239, 0.837141, 0.0345609
0.7, 0.0460944, 0.0646477, 0.713009, 0.0264528
0.8, 0.0374579, 0.0671444, 0.557871, 0.0214525
0.9, 0.0261423, 0.0660481, 0.395808, 0.0155906
0.0001, -2.71051e-20, -0.00873642, 3.10254e-18, 1.1465e-19
0.0002, 2.72559e-20, -0.00585066, -4.65859e-18, 6.3341e-19
0.0003, 3.11281e-20, -0.00462518, -6.73013e-18, 1.33243e-19
0.0004, -3.45104e-20, -0.00391404, 8.81709e-18, 7.79651e-20
0.0005, -1.10368e-19, -0.00343886, 3.20943e-17, 1.32828e-19
0.0006, -5.17043e-20, -0.00309431, 1.67095e-17, 2.58404e-19
0.0007, 1.78472e-21, -0.00283035, -6.30563e-19, 9.14948e-19
0.0008, -3.22189e-20, -0.00262057, 1.22946e-17, 2.80934e-19
0.0009, -5.41942e-20, -0.002449, 2.21291e-17, 3.04392e-19
0.001, -2.71051e-19, -0.00230551, 1.17567e-16, 1.07723e-18
0.002, -3.16334e-19, -0.00156591, 2.02013e-16, 5.01452e-19
0.003, -5.69188e-19, -0.00127091, 4.47857e-16, 6.53561e-19
0.004, 2.26029e-19, -0.00111359, -2.02973e-16, 6.01273e-19
0.005, -6.48276e-19, -0.00101939, 6.35942e-16, 7.93124e-19
0.006, -3.91284e-19, -0.000960101, 4.07545e-16, 4.39239e-19
0.007, -6.38601e-19, -0.000922311, 6.92392e-16, 1.74771e-18
0.008, -6.58762e-19, -0.000898944, 7.32817e-16, 7.70555e-19
0.009, -3.7233e-19, -0.000885719, 4.20371e-16, 4.20745e-19
0.01, 2.1684e-19, -0.00087992, -2.46432e-16, 1.03568e-18
0.02, -9.06645e-20, -0.00100242, 9.04458e-17, 1.64814e-18
0.03, -1.60622e-18, -0.00123271, 1.303e-15, 1.14473e-18
0.04, -2.68402e-18, -0.00148818, 1.80356e-15, 2.52308e-18
0.05, -3.4441e-20, -0.0017489, 1.9693e-17, 1.3068e-18
0.06, 1.88488e-18, -0.00200751, -9.38916e-16, 3.71208e-18
0.07, -4.04101e-18, -0.00226068, 1.78751e-15, 3.2154e-18
0.08, -3.62173e-18, -0.00250685, 1.44473e-15, 1.71683e-18
0.09, 1.15928e-18, -0.00274531, -4.22276e-16, 2.84982e-18
0.1, 3.10491e-31, -0.00297541, -1.04352e-28, 2.74284e-18
0.2, 2.23607e-18, -0.00485341, -4.60722e-16, 5.333e-18
0.3, 3.87689e-18, -0.00619321, -6.2599e-16, 8.35889e-18
0.4, -5.89708e-18, -0.00739597, 7.97336e-16, 3.71049e-18
0.5, 2.27867e-18, -0.00888899, -2.56348e-16, 1.31718e-17
0.6, 6.73589e-18, -0.0111058, -6.06517e-16, 1.2204e-17
0.7, -6.41553e-19, -0.0145032, 4.42353e-17, 3.09691e-18
0.8, -2.36949e-18, -0.0195481, 1.21213e-16, 7.75089e-18
0.9, -8.67349e-19, -0.0267855, 3.23813e-17, 2.34428e-18
0.0001, -1.0842e-19, -1.73472e-17, 0.00625, 5.41523e-19
0.0002, -8.14451e-20, -3.71941e-18, 0.0218973, 8.57411e-19
0.0003, -9.4491e-20, -9.80016e-18, 0.00964178, 6.08617e-19
0.0004, -2.41771e-19, -1.0172e-17, 0.0237682, 1.28285e-18
0.0005, -2.73472e-19, -1.72726e-17, 0.0158327, 1.34932e-18
0.0006, -2.35111e-19, -1.22191e-17, 0.0192412, 5.47951e-19
0.0007, -6.59089e-22, -1.06745e-17, 6.17445e-05, 2.5375e-18
0.0008, -1.78608e-19, -7.31507e-18, 0.0244165, 1.36006e-18
0.0009, -3.38332e-19, -1.06474e-17, 0.031776, 6.49195e-19
0.001, -2.71051e-19, -8.67362e-18, 0.03125, 1.07245e-18
0.002, -3.0981e-19, -1.20058e-17, 0.0258051, 1.32717e-18
0.003, -1.27151e-18, -2.20234e-17, 0.0577342, 6.5297e-19
0.004, -3.99271e-19, -5.1954e-18, 0.0768509, 1.07867e-18
0.005, -6.59578e-19, -8.79895e-18, 0.074961, 9.28572e-19
0.006, -1.0637e-18, -3.94609e-18, 0.269558, 1.0022e-18
0.007, -6.86283e-19, -4.80498e-18, 0.142828, 4.27536e-18
0.008, -7.50647e-19, -1.04743e-17, 0.0716658, 1.9499e-18
0.009, -1.1979e-18, -3.02018e-18, 0.396633, 2.93612e-18
0.01, -6.50521e-19, 3.46945e-18, -0.1875, 1.93037e-18
0.02, -1.9371e-19, -5.5513e-19, 0.348945, 3.27424e-18
0.03, -3.58603e-18, -6.31329e-18, 0.568014, 3.8233e-18
0.04, -2.58152e-18, 2.35566e-18, -1.09588, 4.38647e-18
0.05, -5.23623e-18, -5.25177e-18, 0.997041, 5.06269e-18
0.06, -5.03277e-18, -6.85871e-18, 0.733778, 6.25481e-18
0.07, -6.17548e-18, -5.16647e-18, 1.1953, 3.20548e-18
0.08, -4.24979e-18, -6.4676e-18, 0.657089, 3.24528e-18
0.09, -3.46945e-18, -7.9943e-18, 0.43399, 3.36461e-18
0.1, -3.46945e-18, -1.56125e-17, 0.222222, 4.06829e-18
0.2, -5.17675e-18, -3.52054e-18, 1.47044, 6.79085e-18
0.3, -8.94977e-18, -2.10178e-18, 4.25818, 1.42447e-17
0.4, -1.72136e-17, -9.07413e-18, 1.89699, 1.24067e-17
0.5, -4.49517e-18, -5.14356e-18, 0.873941, 3.16923e-17
0.6, -3.74364e-18, -2.55096e-17, 0.146754, 1.18674e-17
0.7, -6.48113e-18, -7.43424e-18, 0.871794, 7.80699e-18
0.8, -7.10847e-18, -5.31265e-18, 1.33803, 1.18774e-17
0.9, -7.97257e-18, -9.86717e-18, 0.80799, 3.7788e-18
0.0001, 0, 0, -nan, 0
0.0002, 0, 0, -nan, 0
0.0003, 0, 0, -nan, 0
0.0004, 0, 0, -nan, 0
0.0005, 0, 0, -nan, 0
0.0006, 0, 0, -nan, 0
0.0007, 0, 0, -nan, 0
0.0008, 0, 0, -nan, 0
0.0009, 0, 0, -nan, 0
0.001, 0, 0, -nan, 0
0.002, 0, 0, -nan, 0
0.003, 0, 0, -nan, 0
0.004, 0, 0, -nan, 0
0.005, 0, 0, -nan, 0
0.006, 0, 0, -nan, 0
0.007, 0, 0, -nan, 0
0.008, 0, 0, -nan, 0
0.009, 0, 0, -nan, 0
0.01, 0, 0, -nan, 0
0.02, 0, 0, -nan, 0
0.03, 0, 0, -nan, 0
0.04, 0, 0, -nan, 0
0.05, 0, 0, -nan, 0
0.06, 0, 0, -nan, 0
0.07, 0, 0, -nan, 0
0.08, 0, 0, -nan, 0
0.09, 0, 0, -nan, 0
0.1, 0, 0, -nan, 0
0.2, 0, 0, -nan, 0
0.3, 0, 0, -nan, 0
0.4, 0, 0, -nan, 0
0.5, 0, 0, -nan, 0
0.6, 0, 0, -nan, 0
0.7, 0, 0, -nan, 0
0.8, 0, 0, -nan, 0
0.9, 0, 0, -nan, 0
