# mu value:
1.414214
# num_x_vals
36
# x, INITIALPDFS_SAL5, SAL, ratio, DeltaPDFs
0.0001, 3.39935, 5.14321, 0.66094, 262.569
0.0002, 2.81122, 3.46353, 0.811664, 118.385
0.0003, 2.51517, 2.74811, 0.915238, 74.3137
0.0004, 2.32393, 2.3317, 0.996666, 53.4043
0.0005, 2.1855, 2.05258, 1.06476, 41.3427
0.0006, 2.07844, 1.8495, 1.12378, 33.5532
0.0007, 1.99187, 1.69337, 1.17628, 28.1232
0.0008, 1.91973, 1.5688, 1.2237, 24.1433
0.0009, 1.8582, 1.4665, 1.2671, 21.1077
0.001, 1.80475, 1.38058, 1.30724, 18.7196
0.002, 1.48784, 0.927195, 1.60467, 8.57866
0.003, 1.32713, 0.733686, 1.80886, 5.51713
0.004, 1.22257, 0.62083, 1.96926, 4.08643
0.005, 1.14635, 0.545031, 2.10328, 3.27464
0.006, 1.087, 0.489774, 2.21938, 2.75903
0.007, 1.03868, 0.447209, 2.32258, 2.40529
0.008, 0.998144, 0.413185, 2.41573, 2.14974
0.009, 0.963342, 0.385191, 2.50095, 1.95725
0.01, 0.932918, 0.361634, 2.57973, 1.80738
0.02, 0.747169, 0.236297, 3.162, 1.1767
0.03, 0.64748, 0.181862, 3.56029, 0.967072
0.04, 0.579417, 0.149627, 3.87242, 0.849725
0.05, 0.527677, 0.12768, 4.13281, 0.768769
0.06, 0.485875, 0.111487, 4.35813, 0.706719
0.07, 0.450735, 0.098881, 4.55835, 0.656127
0.08, 0.420408, 0.0887105, 4.7391, 0.613291
0.09, 0.393697, 0.0802748, 4.90437, 0.575944
0.1, 0.369864, 0.0731294, 5.05766, 0.543011
0.2, 0.214745, 0.0345977, 6.20693, 0.329548
0.3, 0.129558, 0.018395, 7.04313, 0.207689
0.4, 0.0767814, 0.0098321, 7.80926, 0.127018
0.5, 0.0436064, 0.00501035, 8.70326, 0.0721163
0.6, 0.0234383, 0.00231219, 10.1368, 0.0367579
0.7, 0.0120019, 0.000893502, 13.4325, 0.015368
0.8, 0.00613136, 0.000245384, 24.9868, 0.00442013
0.9, 0.00314809, 2.85672e-05, 110.2, 0.000492099
0.0001, 0.022981, 0.283756, 0.0809886, 0.504362
0.0002, 0.0203937, 0.253999, 0.0802904, 0.229622
0.0003, 0.0194457, 0.238077, 0.0816783, 0.146302
0.0004, 0.019047, 0.227399, 0.0837604, 0.107289
0.0005, 0.018907, 0.219457, 0.0861537, 0.0852173
0.0006, 0.0189105, 0.213184, 0.0887048, 0.0713343
0.0007, 0.019001, 0.208025, 0.0913399, 0.0619768
0.0008, 0.0191484, 0.203664, 0.0940196, 0.0553952
0.0009, 0.0193344, 0.199898, 0.096721, 0.0506138
0.001, 0.0195473, 0.196593, 0.0994302, 0.0470572
0.002, 0.0222063, 0.176321, 0.125942, 0.0361793
0.003, 0.024987, 0.165628, 0.150862, 0.03601
0.004, 0.027648, 0.158566, 0.174363, 0.0372527
0.005, 0.0301723, 0.153398, 0.196692, 0.0386983
0.006, 0.0325715, 0.149385, 0.218037, 0.0401004
0.007, 0.0348606, 0.146142, 0.23854, 0.0414037
0.008, 0.037053, 0.143449, 0.2583, 0.0426017
0.009, 0.03916, 0.141167, 0.277402, 0.0437008
0.01, 0.0411912, 0.139202, 0.295909, 0.044711
0.02, 0.0585805, 0.128267, 0.456706, 0.0515795
0.03, 0.0726641, 0.123702, 0.58741, 0.0552811
0.04, 0.0847542, 0.121382, 0.698244, 0.0574438
0.05, 0.0954356, 0.120111, 0.794559, 0.0586989
0.06, 0.105034, 0.11939, 0.879751, 0.0593618
0.07, 0.113755, 0.118965, 0.956203, 0.0596163
0.08, 0.121739, 0.118699, 1.02561, 0.0595766
0.09, 0.129087, 0.118508, 1.08927, 0.059323
0.1, 0.135878, 0.11834, 1.1482, 0.058907
