# mu value:
3.162278
# num_x_vals
36
# x, INITIALPDFS_SAL5, SAL, ratio, DeltaPDFs
0.0001, 9.73002, 8.80664, 1.10485, 1703.6
0.0002, 8.01791, 6.31221, 1.27022, 686.738
0.0003, 7.14302, 5.21845, 1.3688, 403.67
0.0004, 6.57309, 4.56846, 1.4388, 276.791
0.0005, 6.15821, 4.1254, 1.49275, 206.579
0.0006, 5.83601, 3.79842, 1.53643, 162.695
0.0007, 5.57467, 3.54389, 1.57304, 132.909
0.0008, 5.35635, 3.33854, 1.6044, 111.574
0.0009, 5.16975, 3.16819, 1.63177, 95.6208
0.001, 5.0074, 3.02378, 1.65601, 83.2866
0.002, 4.04036, 2.23513, 1.80766, 33.6602
0.003, 3.54818, 1.87872, 1.88862, 19.8887
0.004, 3.22804, 1.66226, 1.94196, 13.7381
0.005, 2.99507, 1.51208, 1.98076, 10.3478
0.006, 2.81409, 1.39954, 2.01072, 8.2376
0.007, 2.66717, 1.31075, 2.03484, 6.81135
0.008, 2.54431, 1.23823, 2.05479, 5.79401
0.009, 2.43915, 1.17739, 2.07165, 5.03637
0.01, 2.34753, 1.12528, 2.08617, 4.45286
0.02, 1.7971, 0.828998, 2.1678, 2.12881
0.03, 1.51134, 0.685724, 2.204, 1.47828
0.04, 1.32192, 0.594429, 2.22385, 1.1716
0.05, 1.18174, 0.528699, 2.23518, 0.988648
0.06, 1.07121, 0.477981, 2.24111, 0.864174
0.07, 0.980386, 0.437062, 2.24313, 0.772269
0.08, 0.903618, 0.403004, 2.24221, 0.700591
0.09, 0.837106, 0.373721, 2.23992, 0.642386
0.1, 0.77995, 0.349875, 2.22922, 0.597569
0.2, 0.428907, 0.205331, 2.08886, 0.33935
0.3, 0.253846, 0.134261, 1.89069, 0.212558
0.4, 0.152273, 0.0921902, 1.65173, 0.130358
0.5, 0.0904474, 0.0644474, 1.40343, 0.0742135
0.6, 0.05319, 0.045518, 1.16855, 0.0373963
0.7, 0.0297059, 0.0300871, 0.987332, 0.0150234
0.8, 0.0151868, 0.0175667, 0.864518, 0.00423304
0.9, 0.00578376, 0.00713667, 0.810428, 0.000683646
0.0001, 0.119184, 0.372501, 0.319957, 19.66
0.0002, 0.100868, 0.315043, 0.320172, 7.92268
0.0003, 0.0916679, 0.287181, 0.319199, 4.65529
0.0004, 0.0857905, 0.269496, 0.318337, 3.19075
0.0005, 0.0815999, 0.256827, 0.317724, 2.38027
0.0006, 0.0784152, 0.247096, 0.317347, 1.8737
0.0007, 0.075889, 0.239267, 0.317172, 1.52987
0.0008, 0.0738267, 0.232769, 0.317168, 1.28359
0.0009, 0.0721052, 0.227242, 0.317306, 1.09943
0.001, 0.0706432, 0.222454, 0.317563, 0.957062
0.002, 0.062955, 0.194301, 0.324007, 0.384561
0.003, 0.0601427, 0.180235, 0.33369, 0.226456
0.004, 0.059, 0.171224, 0.344579, 0.156751
0.005, 0.0586542, 0.164767, 0.355983, 0.119257
0.006, 0.0587541, 0.159834, 0.367595, 0.0968076
0.007, 0.0591263, 0.1559, 0.379259, 0.0824476
0.008, 0.059677, 0.152671, 0.390887, 0.0729188
0.009, 0.0603488, 0.149961, 0.402429, 0.0664301
0.01, 0.061105, 0.147649, 0.413854, 0.0619373
0.02, 0.0702714, 0.1352, 0.519759, 0.0521276
0.03, 0.0796238, 0.130305, 0.611057, 0.053382
0.04, 0.0883644, 0.127957, 0.69058, 0.0548331
0.05, 0.0964397, 0.126759, 0.760812, 0.0558642
0.06, 0.103895, 0.126143, 0.823632, 0.0565237
0.07, 0.110789, 0.125829, 0.880472, 0.0569062
0.08, 0.117173, 0.125669, 0.932397, 0.057085
0.09, 0.123093, 0.125573, 0.980248, 0.0571226
0.1, 0.128595, 0.1255, 1.02466, 0.0570279
0.2, 0.165809, 0.122288, 1.35588, 0.0545033
0.3, 0.180838, 0.115236, 1.56929, 0.052658
0.4, 0.181685, 0.10802, 1.68195, 0.0496549
0.5, 0.172999, 0.103184, 1.6766, 0.181993
0.6, 0.158136, 0.101936, 1.55133, 0.060126
0.7, 0.139447, 0.103883, 1.34234, 0.0477573
0.8, 0.118899, 0.107449, 1.10657, 0.0346309
0.9, 0.0973322, 0.10776, 0.903231, 0.0191573
0.0001, 0.11925, 0.372812, 0.319866, 19.66
0.0002, 0.100994, 0.315636, 0.31997, 7.92269
0.0003, 0.0918527, 0.288046, 0.318882, 4.6553
0.0004, 0.0860329, 0.270626, 0.317903, 3.19076
0.0005, 0.0818991, 0.258218, 0.317171, 2.38028
0.0006, 0.0787704, 0.248744, 0.316673, 1.87372
0.0007, 0.0762997, 0.241169, 0.316375, 1.52989
0.0008, 0.0742924, 0.23492, 0.316245, 1.28361
0.0009, 0.0726255, 0.229642, 0.316255, 1.09946
0.001, 0.0712176, 0.2251, 0.316382, 0.957085
0.002, 0.0640565, 0.199319, 0.321377, 0.384595
0.003, 0.0617527, 0.187516, 0.329319, 0.226489
0.004, 0.061106, 0.180693, 0.338176, 0.156767
0.005, 0.0612465, 0.176366, 0.347269, 0.11924
0.006, 0.0618244, 0.173514, 0.356309, 0.096743
