# mu value:
1.300000
# num_x_vals
36
# x, INITIALPDFS_SAL4, SAL, ratio, DeltaPDFs
0.005, 0.00650462, 0.0468819, 0.138745, 0.0171878
0.006, 0.00722652, 0.0460767, 0.156837, 0.0177489
0.007, 0.00789887, 0.0454801, 0.173678, 0.0182258
0.008, 0.0085313, 0.045033, 0.189445, 0.0186388
0.009, 0.00913067, 0.0446975, 0.204277, 0.0190017
0.01, 0.00970205, 0.0444479, 0.218279, 0.0193242
0.02, 0.0144371, 0.0442805, 0.326037, 0.0213014
0.03, 0.0181638, 0.0457089, 0.39738, 0.0222058
0.04, 0.0213267, 0.0475777, 0.44825, 0.0226357
0.05, 0.024105, 0.0495554, 0.486425, 0.0227968
0.06, 0.0265937, 0.0515086, 0.516296, 0.0227868
0.07, 0.0288514, 0.0533747, 0.540544, 0.0226606
0.08, 0.0309166, 0.0551239, 0.560857, 0.0224518
0.09, 0.0328172, 0.0567422, 0.578356, 0.0221832
0.1, 0.0345739, 0.0582234, 0.593815, 0.0218708
0.2, 0.0466379, 0.0663258, 0.703163, 0.0179516
0.3, 0.0522914, 0.0666235, 0.784879, 0.0145251
0.4, 0.053969, 0.064323, 0.839031, 0.0124128
0.5, 0.0529756, 0.0625265, 0.84725, 0.0115708
0.6, 0.0502361, 0.0626239, 0.802188, 0.011676
0.7, 0.046501, 0.0646477, 0.719298, 0.0125331
0.8, 0.0424255, 0.0671444, 0.631855, 0.0142346
0.9, 0.0386076, 0.0660481, 0.584538, 0.017042
0.0001, -5.42101e-20, -0.00873642, 6.20507e-18, 4.36218e-19
0.0002, -5.88466e-20, -0.00585066, 1.00581e-17, 3.779e-19
0.0003, -4.25824e-20, -0.00462518, 9.20666e-18, 3.38712e-19
0.0004, -1.29646e-20, -0.00391404, 3.31233e-18, 8.7389e-20
0.0005, -2.20544e-19, -0.00343886, 6.41329e-17, 2.36454e-19
0.0006, -1.81451e-19, -0.00309431, 5.86404e-17, 5.47796e-19
0.0007, -1.06064e-19, -0.00283035, 3.74738e-17, 1.66524e-19
0.0008, -2.2765e-19, -0.00262057, 8.68702e-17, 4.8233e-19
0.0009, -1.90502e-19, -0.002449, 7.77879e-17, 1.03051e-18
0.001, 6.30895e-33, -0.00230551, -2.73647e-30, 2.17601e-18
0.002, 8.05181e-20, -0.00156591, -5.14195e-17, 1.7748e-18
0.003, 3.44333e-20, -0.00127091, -2.70933e-17, 8.12235e-19
0.004, -4.38688e-19, -0.00111359, 3.93939e-16, 2.75853e-18
0.005, -4.24134e-19, -0.00101939, 4.16065e-16, 1.05389e-18
0.006, -1.07659e-18, -0.000960101, 1.12133e-15, 7.70327e-19
0.007, -9.81507e-19, -0.000922311, 1.06418e-15, 5.42936e-19
0.008, 2.21268e-19, -0.000898944, -2.46142e-16, 9.47851e-19
0.009, -1.21163e-18, -0.000885719, 1.36796e-15, 1.18913e-18
0.01, -4.33681e-19, -0.00087992, 4.92864e-16, 1.84633e-18
0.02, -4.45011e-19, -0.00100242, 4.43938e-16, 3.19005e-18
0.03, -5.3996e-19, -0.00123271, 4.38029e-16, 2.9861e-18
0.04, 8.02151e-19, -0.00148818, -5.39015e-16, 2.60169e-18
0.05, 1.2729e-20, -0.0017489, -7.2783e-18, 3.2486e-18
0.06, -1.03695e-18, -0.00200751, 5.16535e-16, 2.0095e-18
0.07, -9.62118e-20, -0.00226068, 4.25587e-17, 3.84356e-18
0.08, -5.89136e-19, -0.00250685, 2.35011e-16, 3.33026e-18
0.09, -5.11332e-18, -0.00274531, 1.86256e-15, 3.22438e-18
0.1, -3.46945e-18, -0.00297541, 1.16604e-15, 3.44224e-18
0.2, -4.93984e-18, -0.00485341, 1.01781e-15, 1.86219e-18
0.3, 1.53258e-18, -0.00619321, -2.47461e-16, 4.07832e-18
0.4, -4.57288e-18, -0.00739597, 6.18293e-16, 3.92687e-18
0.5, -1.49918e-18, -0.00888899, 1.68656e-16, 4.03825e-18
0.6, 1.88613e-18, -0.0111058, -1.69832e-16, 7.37026e-18
0.7, -1.77846e-18, -0.0145032, 1.22625e-16, 4.94956e-18
0.8, 1.26561e-18, -0.0195481, -6.47434e-17, 4.83283e-18
0.9, -1.07711e-18, -0.0267855, 4.02126e-17, 2.79663e-18
0.0001, -1.6263e-19, -1.73472e-17, 0.009375, 4.81285e-19
0.0002, -5.78558e-20, -3.71941e-18, 0.0155551, 1.2641e-18
0.0003, -1.03185e-19, -9.80016e-18, 0.0105289, 1.45659e-18
0.0004, 6.22096e-20, -1.0172e-17, -0.00611575, 1.43339e-19
0.0005, -6.61372e-19, -1.72726e-17, 0.0382901, 1.06431e-18
0.0006, -4.62144e-19, -1.22191e-17, 0.0378213, 4.27842e-19
0.0007, -2.18088e-19, -1.06745e-17, 0.0204308, 2.64563e-18
0.0008, -4.78879e-19, -7.31507e-18, 0.0654648, 7.7947e-19
0.0009, -4.28113e-19, -1.06474e-17, 0.0402081, 1.79689e-18
0.001, -2.76664e-32, -8.67362e-18, 3.18971e-15, 2.18078e-18
0.002, -7.45112e-19, -1.20058e-17, 0.0620628, 4.3528e-18
0.003, -2.21325e-19, -2.20234e-17, 0.0100495, 3.63342e-18
0.004, -1.23723e-18, -5.1954e-18, 0.238139, 3.46452e-18
0.005, -1.73912e-18, -8.79895e-18, 0.197651, 1.93247e-18
0.006, -1.51467e-18, -3.94609e-18, 0.383841, 7.7549e-19
0.007, -2.69211e-18, -4.80498e-18, 0.560275, 2.08171e-18
0.008, -9.2276e-19, -1.04743e-17, 0.0880978, 1.17975e-18
0.009, -1.2867e-18, -3.02018e-18, 0.426036, 2.95304e-18
0.01, -8.67362e-19, 3.46945e-18, -0.25, 3.41653e-18
0.02, -3.93374e-18, -5.5513e-19, 7.08617, 1.89831e-18
0.03, -3.43691e-18, -6.31329e-18, 0.544393, 7.5805e-18
0.04, -2.559e-18, 2.35566e-18, -1.08632, 4.22688e-18
0.05, 1.86027e-18, -5.25177e-18, -0.354218, 2.91631e-18
0.06, -9.39921e-18, -6.85871e-18, 1.37041, 7.99933e-18
0.07, -2.66962e-19, -5.16647e-18, 0.051672, 5.36142e-18
0.08, -1.90985e-18, -6.4676e-18, 0.295296, 9.03729e-18
0.09, -5.19667e-18, -7.9943e-18, 0.650046, 3.30996e-18
0.1, -8.67362e-18, -1.56125e-17, 0.555556, 3.75579e-18
0.2, -4.78018e-18, -3.52054e-18, 1.3578, 6.94959e-18
0.3, -7.09719e-18, -2.10178e-18, 3.37674, 9.53319e-18
0.4, -1.6635e-17, -9.07413e-18, 1.83323, 3.9479e-18
0.5, -1.50346e-17, -5.14356e-18, 2.923, 1.0961e-17
0.6, -8.43581e-18, -2.55096e-17, 0.330692, 1.50231e-17
0.7, -8.31976e-18, -7.43424e-18, 1.11911, 6.43435e-18
0.8, 8.72528e-19, -5.31265e-18, -0.164236, 7.44926e-18
0.9, -1.7577e-18, -9.86717e-18, 0.178136, 5.18572e-18
0.0001, 0, 0, -nan, 0
0.0002, 0, 0, -nan, 0
0.0003, 0, 0, -nan, 0
0.0004, 0, 0, -nan, 0
0.0005, 0, 0, -nan, 0
0.0006, 0, 0, -nan, 0
0.0007, 0, 0, -nan, 0
0.0008, 0, 0, -nan, 0
0.0009, 0, 0, -nan, 0
0.001, 0, 0, -nan, 0
0.002, 0, 0, -nan, 0
0.003, 0, 0, -nan, 0
0.004, 0, 0, -nan, 0
0.005, 0, 0, -nan, 0
0.006, 0, 0, -nan, 0
0.007, 0, 0, -nan, 0
0.008, 0, 0, -nan, 0
0.009, 0, 0, -nan, 0
0.01, 0, 0, -nan, 0
0.02, 0, 0, -nan, 0
0.03, 0, 0, -nan, 0
0.04, 0, 0, -nan, 0
0.05, 0, 0, -nan, 0
0.06, 0, 0, -nan, 0
0.07, 0, 0, -nan, 0
0.08, 0, 0, -nan, 0
0.09, 0, 0, -nan, 0
0.1, 0, 0, -nan, 0
0.2, 0, 0, -nan, 0
0.3, 0, 0, -nan, 0
0.4, 0, 0, -nan, 0
0.5, 0, 0, -nan, 0
0.6, 0, 0, -nan, 0
0.7, 0, 0, -nan, 0
0.8, 0, 0, -nan, 0
0.9, 0, 0, -nan, 0
