# mu value:
1.300000
# num_x_vals
36
# x, INITIALPDFS_SAL4, SAL, ratio, DeltaPDFs
0.0001, 3.37482, 4.85535, 0.695074, 2626.53
0.0002, 2.88772, 3.2409, 0.891022, 1036.83
0.0003, 2.63575, 2.55496, 1.03162, 602.007
0.0004, 2.47017, 2.15646, 1.14548, 409.17
0.0005, 2.34879, 1.88976, 1.24291, 303.28
0.0006, 2.25396, 1.69598, 1.329, 237.499
0.0007, 2.17664, 1.54718, 1.40685, 193.07
0.0008, 2.11174, 1.4286, 1.47819, 161.382
0.0009, 2.05603, 1.33132, 1.54435, 137.775
0.001, 2.00736, 1.24969, 1.60628, 119.581
0.002, 1.71299, 0.820661, 2.08733, 47.0942
0.003, 1.5593, 0.638848, 2.44079, 27.2882
0.004, 1.45739, 0.533415, 2.73218, 18.5154
0.005, 1.38202, 0.462954, 2.98522, 13.705
0.006, 1.32262, 0.411821, 3.21164, 10.7216
0.007, 1.27378, 0.372597, 3.41865, 8.7105
0.008, 1.23244, 0.341368, 3.61029, 7.27911
0.009, 1.19666, 0.315772, 3.78964, 6.21521
0.01, 1.16515, 0.294311, 3.95892, 5.39739
0.02, 0.967363, 0.181833, 5.32006, 2.18335
0.03, 0.85646, 0.134405, 6.37222, 1.34367
0.04, 0.778321, 0.107006, 7.27359, 0.989646
0.05, 0.717403, 0.0887576, 8.08272, 0.80348
0.06, 0.667128, 0.0755578, 8.82938, 0.691131
0.07, 0.624085, 0.0654653, 9.53306, 0.616225
0.08, 0.586331, 0.0574526, 10.2055, 0.562711
0.09, 0.552615, 0.0509698, 10.842, 0.522301
0.1, 0.522099, 0.0454818, 11.4793, 0.490466
0.2, 0.313855, 0.0170495, 18.4084, 0.340224
0.3, 0.191968, 0.00639344, 30.0258, 0.264057
0.4, 0.11333, 0.00126051, 89.9085, 0.196185
0.5, 0.0623807, -0.00122249, -51.0275, 0.132435
0.6, 0.0306583, -0.00226269, -13.5495, 0.0778215
0.7, 0.0124941, -0.00227384, -5.49471, 0.0371111
0.8, 0.00359265, -0.00170359, -2.10887, 0.0122683
0.9, 0.000437365, -0.000823148, -0.531332, 0.0016924
0.0001, 0.00227557, 0.275961, 0.00824599, 0.0266595
0.0002, 0.00338167, 0.24899, 0.0135815, 0.0306501
0.0003, 0.00426368, 0.234241, 0.0182021, 0.0332501
0.0004, 0.00502585, 0.22424, 0.0224128, 0.0352234
0.0005, 0.00570969, 0.216747, 0.0263426, 0.0368307
0.0006, 0.00633694, 0.210799, 0.0300616, 0.0381949
0.0007, 0.00692079, 0.205887, 0.0336145, 0.0393854
0.0008, 0.00746981, 0.201722, 0.0370302, 0.040444
0.0009, 0.00799011, 0.198116, 0.0403304, 0.0413993
0.001, 0.00848618, 0.194944, 0.0435313, 0.0422711
0.002, 0.0126111, 0.175353, 0.0719183, 0.0484113
0.003, 0.0158965, 0.164932, 0.0963826, 0.0523189
0.004, 0.0187314, 0.158016, 0.118541, 0.0552179
0.005, 0.0212708, 0.15294, 0.139079, 0.057527
0.006, 0.0235958, 0.148987, 0.158375, 0.0594439
0.007, 0.0257561, 0.145786, 0.17667, 0.0610802
0.008, 0.0277835, 0.143124, 0.194122, 0.0625035
0.009, 0.0297012, 0.140865, 0.210849, 0.0637596
0.01, 0.0315258, 0.138916, 0.226942, 0.0648808
0.02, 0.046527, 0.128011, 0.363461, 0.071926
0.03, 0.0581986, 0.123409, 0.471592, 0.0753781
0.04, 0.0680209, 0.121043, 0.561954, 0.077231
0.05, 0.0765904, 0.119731, 0.639689, 0.0781699
0.06, 0.084223, 0.118973, 0.707919, 0.07852
0.07, 0.0911126, 0.118517, 0.768776, 0.078465
0.08, 0.097387, 0.118224, 0.823748, 0.0781167
0.09, 0.103138, 0.118012, 0.873964, 0.0775511
0.1, 0.108434, 0.117826, 0.920286, 0.0768214
0.2, 0.14416, 0.113897, 1.26571, 0.065912
0.3, 0.159848, 0.105764, 1.51137, 0.0549262
0.4, 0.162615, 0.096479, 1.6855, 0.0466073
0.5, 0.155814, 0.088491, 1.76079, 0.0408694
0.6, 0.141531, 0.0828991, 1.70727, 0.0365541
0.7, 0.121271, 0.0795783, 1.52392, 0.0323843
0.8, 0.0962206, 0.0769751, 1.25002, 0.0276664
0.9, 0.0673759, 0.070946, 0.949679, 0.0229406
0.0001, 0.00228625, 0.276094, 0.0082807, 0.0266536
0.0002, 0.00340302, 0.249258, 0.0136526, 0.0306382
0.0003, 0.00429571, 0.234645, 0.0183072, 0.0332323
0.0004, 0.00506854, 0.22478, 0.0225489, 0.0351997
0.0005, 0.00576305, 0.217424, 0.0265061, 0.0368009
0.0006, 0.00640096, 0.211612, 0.0302486, 0.0381592
0.0007, 0.00699546, 0.206837, 0.0338211, 0.0393436
0.0008, 0.00755513, 0.202809, 0.0372524, 0.0403962
0.0009, 0.00808608, 0.19934, 0.0405642, 0.0413455
0.001, 0.00859279, 0.196306, 0.0437725, 0.0422113
0.002, 0.0128239, 0.178087, 0.0720091, 0.0482912
0.003, 0.0162151, 0.169036, 0.095927, 0.0521384
0.004, 0.0191553, 0.163485, 0.117168, 0.0549771
0.005, 0.0217996, 0.159767, 0.136446, 0.0572259
0.006, 0.0242291, 0.157165, 0.154164, 0.0590828
0.007, 0.0264934, 0.155306, 0.170588, 0.060659
0.008, 0.0286246, 0.153979, 0.185899, 0.0620225
0.009, 0.0306454, 0.153045, 0.200238, 0.0632189
0.01, 0.0325728, 0.152413, 0.213714, 0.0642806
0.02, 0.0485797, 0.154184, 0.315076, 0.0707418
0.03, 0.0612168, 0.161354, 0.379395, 0.0736314
0.04, 0.0719656, 0.169884, 0.423617, 0.0749446
0.05, 0.0814241, 0.178632, 0.455821, 0.0753671
0.06, 0.0899093, 0.187145, 0.480427, 0.0752241
0.07, 0.0976167, 0.195216, 0.500044, 0.0746993
0.08, 0.104675, 0.202751, 0.516272, 0.0739046
0.09, 0.111177, 0.209712, 0.530143, 0.0729158
0.1, 0.117193, 0.216083, 0.542353, 0.071786
0.2, 0.158688, 0.251786, 0.63025, 0.0581298
0.3, 0.178435, 0.255338, 0.698819, 0.0466824
0.4, 0.184834, 0.248113, 0.744961, 0.040241
0.5, 0.18252, 0.242688, 0.752076, 0.0386209
0.6, 0.17486, 0.244701, 0.714587, 0.0406605
0.7, 0.164641, 0.254323, 0.647369, 0.0457436
0.8, 0.154332, 0.265768, 0.580703, 0.0542395
0.9, 0.146211, 0.262793, 0.556374, 0.0669938
0.0001, 0.000685163, 0.0767062, 0.0089323, 0.00799647
0.0002, 0.00101948, 0.0706689, 0.0144262, 0.00919226
0.0003, 0.00128658, 0.0671362, 0.0191637, 0.00997089
0.0004, 0.00151772, 0.0646677, 0.0234695, 0.0105615
0.0005, 0.00172536, 0.0627869, 0.0274796, 0.0110423
0.0006, 0.00191602, 0.0612778, 0.0312678, 0.0114501
0.0007, 0.00209366, 0.0600234, 0.0348807, 0.0118059
0.0008, 0.00226085, 0.0589551, 0.0383487, 0.0121221
0.0009, 0.00241943, 0.0580279, 0.0416942, 0.0124072
0.001, 0.00257073, 0.0572112, 0.0449341, 0.0126674
0.002, 0.00383299, 0.0521961, 0.0734344, 0.0144954
0.003, 0.00484329, 0.0496199, 0.0976078, 0.0156535
0.004, 0.00571833, 0.047998, 0.119137, 0.0165092
