# mu value:
3.162278
# num_x_vals
36
# x, INITIALPDFS_SAL3, SAL, ratio, DeltaPDFs
0.0001, 12.1794, 8.80664, 1.38298, 1.50837e+07
0.0002, 9.40689, 6.31221, 1.49027, 2.72098e+06
0.0003, 8.08503, 5.21845, 1.54932, 999820
0.0004, 7.25912, 4.56846, 1.58896, 490655
0.0005, 6.67559, 4.1254, 1.61817, 282578
0.0006, 6.23282, 3.79842, 1.6409, 180201
0.0007, 5.88034, 3.54389, 1.65929, 123000
0.0008, 5.59053, 3.33854, 1.67454, 88410
0.0009, 5.34617, 3.16819, 1.68745, 66071.6
0.001, 5.13607, 3.02378, 1.69856, 50890.5
0.002, 3.93367, 2.23513, 1.75992, 9149.39
0.003, 3.35422, 1.87872, 1.78537, 3350.63
0.004, 2.98922, 1.66226, 1.79828, 1638.73
0.005, 2.72959, 1.51208, 1.80519, 940.575
0.006, 2.53141, 1.39954, 1.80874, 597.774
0.007, 2.37282, 1.31075, 1.81027, 406.624
0.008, 2.24179, 1.23823, 1.81048, 291.271
0.009, 2.13083, 1.17739, 1.80978, 216.926
0.01, 2.03504, 1.12528, 1.80847, 166.504
0.02, 1.47823, 0.828998, 1.78315, 28.8992
0.03, 1.20322, 0.685724, 1.75467, 10.2144
0.04, 1.02721, 0.594429, 1.72807, 4.82731
0.05, 0.900654, 0.528699, 1.70353, 2.68706
0.06, 0.803345, 0.477981, 1.6807, 1.66686
0.07, 0.725145, 0.437062, 1.65914, 1.1169
0.08, 0.660389, 0.403004, 1.63867, 0.79768
0.09, 0.605295, 0.373721, 1.61964, 0.600658
0.1, 0.558845, 0.349875, 1.59727, 0.473231
0.2, 0.291601, 0.205331, 1.42015, 0.169798
0.3, 0.170183, 0.134261, 1.26755, 0.126181
0.4, 0.103176, 0.0921902, 1.11916, 0.0967176
0.5, 0.0631812, 0.0644474, 0.980353, 0.066263
0.6, 0.0390903, 0.045518, 0.858787, 0.0381986
0.7, 0.0231619, 0.0300871, 0.76983, 0.0171064
0.8, 0.0126094, 0.0175667, 0.717801, 0.00497012
0.9, 0.00509075, 0.00713667, 0.713323, 0.000524312
0.0001, 0.194515, 0.372501, 0.522186, 135714
0.0002, 0.168604, 0.315043, 0.535178, 24479.5
0.0003, 0.157917, 0.287181, 0.549886, 8994.2
0.0004, 0.152094, 0.269496, 0.564367, 4413.46
0.0005, 0.148513, 0.256827, 0.578262, 2541.57
0.0006, 0.146163, 0.247096, 0.591524, 1620.63
0.0007, 0.144562, 0.239267, 0.604185, 1106.1
0.0008, 0.143454, 0.232769, 0.616293, 794.97
0.0009, 0.142685, 0.227242, 0.627898, 594.054
0.001, 0.142159, 0.222454, 0.63905, 457.519
0.002, 0.14234, 0.194301, 0.732573, 82.1818
0.003, 0.145213, 0.180235, 0.805683, 30.0689
0.004, 0.148421, 0.171224, 0.866825, 14.6927
0.005, 0.151557, 0.164767, 0.919826, 8.42548
0.006, 0.154528, 0.159834, 0.966807, 5.35
0.007, 0.157321, 0.1559, 1.00912, 3.63611
0.008, 0.159944, 0.152671, 1.04764, 2.6025
0.009, 0.162411, 0.149961, 1.08302, 1.93679
0.01, 0.164737, 0.147649, 1.11574, 1.48562
0.02, 0.182625, 0.1352, 1.35078, 0.258625
0.03, 0.194798, 0.130305, 1.49493, 0.0953855
0.04, 0.203879, 0.127957, 1.59334, 0.0512318
0.05, 0.210971, 0.126759, 1.66435, 0.0367231
0.06, 0.21665, 0.126143, 1.7175, 0.0324426
0.07, 0.221263, 0.125829, 1.75844, 0.0320451
0.08, 0.225032, 0.125669, 1.79067, 0.0331567
0.09, 0.228112, 0.125573, 1.81657, 0.0348327
0.1, 0.230624, 0.1255, 1.83765, 0.0366904
0.2, 0.236478, 0.122288, 1.93377, 0.0510711
0.3, 0.224065, 0.115236, 1.9444, 0.0562495
0.4, 0.203235, 0.10802, 1.88145, 0.0553823
0.5, 0.178442, 0.103184, 1.72935, 0.0504157
0.6, 0.152559, 0.101936, 1.49661, 0.0425471
0.7, 0.127522, 0.103883, 1.22756, 0.0326428
0.8, 0.104977, 0.107449, 0.976999, 0.0214663
0.9, 0.0857206, 0.10776, 0.795477, 0.00989467
0.0001, 0.194557, 0.372812, 0.521864, 135714
0.0002, 0.168685, 0.315636, 0.53443, 24479.5
0.0003, 0.158037, 0.288046, 0.548651, 8994.2
0.0004, 0.152252, 0.270626, 0.562591, 4413.46
0.0005, 0.148708, 0.258218, 0.575902, 2541.57
0.0006, 0.146395, 0.248744, 0.588539, 1620.63
0.0007, 0.144831, 0.241169, 0.600538, 1106.1
0.0008, 0.143759, 0.23492, 0.611948, 794.97
0.0009, 0.143027, 0.229642, 0.622825, 594.054
0.001, 0.142537, 0.2251, 0.633217, 457.519
0.002, 0.143071, 0.199319, 0.717799, 82.1818
0.003, 0.146287, 0.187516, 0.780131, 30.0689
0.004, 0.149832, 0.180693, 0.829209, 14.6927
0.005, 0.1533, 0.176366, 0.869213, 8.42548
0.006, 0.156598, 0.173514, 0.902513, 5.35
0.007, 0.159714, 0.171617, 0.930644, 3.63611
0.008, 0.162657, 0.170387, 0.954629, 2.6025
0.009, 0.16544, 0.169642, 0.97523, 1.93679
0.01, 0.16808, 0.169261, 0.993019, 1.48562
0.02, 0.188969, 0.174683, 1.08178, 0.258625
0.03, 0.203948, 0.185599, 1.09886, 0.0953855
0.04, 0.215677, 0.197435, 1.0924, 0.0512318
0.05, 0.225276, 0.209039, 1.07767, 0.0367231
0.06, 0.233333, 0.220016, 1.06053, 0.0324426
0.07, 0.240207, 0.230219, 1.04338, 0.0320451
0.08, 0.246128, 0.23961, 1.0272, 0.0331567
0.09, 0.251254, 0.248184, 1.01237, 0.0348327
0.1, 0.255727, 0.256009, 0.998899, 0.0366904
0.2, 0.277046, 0.300815, 0.920985, 0.0510711
0.3, 0.275489, 0.311569, 0.884199, 0.0562495
0.4, 0.264533, 0.313856, 0.842848, 0.0553823
0.5, 0.251705, 0.321111, 0.783857, 0.0504157
0.6, 0.242727, 0.339549, 0.714853, 0.0425471
0.7, 0.241222, 0.368255, 0.65504, 0.0326428
0.8, 0.249933, 0.401166, 0.623016, 0.0214663
0.9, 0.267118, 0.418661, 0.638028, 0.00989467
0.0001, 0.163552, 0.17919, 0.912729, 135714
0.0002, 0.131644, 0.142052, 0.926731, 24479.5
0.0003, 0.11693, 0.12508, 0.934837, 8994.2
0.0004, 0.107991, 0.114712, 0.941411, 4413.46
0.0005, 0.101833, 0.107494, 0.94734, 2541.58
0.0006, 0.0972705, 0.102078, 0.952904, 1620.63
0.0007, 0.0937181, 0.0978041, 0.958223, 1106.1
0.0008, 0.0908593, 0.0943163, 0.963347, 794.972
0.0009, 0.0884983, 0.0913948, 0.968307, 594.055
0.001, 0.0865085, 0.0888978, 0.973124, 457.52
0.002, 0.076079, 0.0749406, 1.01519, 82.1832
0.003, 0.0718998, 0.0685333, 1.04912, 30.07
0.004, 0.0697012, 0.0646996, 1.0773, 14.6935
0.005, 0.0684073, 0.0621253, 1.10112, 8.42602
0.006, 0.0676056, 0.0602832, 1.12147, 5.3503
0.007, 0.0671, 0.0589112, 1.139, 3.63617
0.008, 0.0667872, 0.0578653, 1.15418, 2.60233
0.009, 0.0666055, 0.0570555, 1.16738, 1.9364
0.01, 0.0665161, 0.0564232, 1.17888, 1.48501
0.02, 0.0675778, 0.0546653, 1.23621, 0.255889
0.03, 0.0694285, 0.0558483, 1.24316, 0.0902133
0.04, 0.0712187, 0.0578071, 1.23201, 0.0427667
0.05, 0.0728325, 0.0599806, 1.21427, 0.0240316
0.06, 0.0742608, 0.0621586, 1.1947, 0.0152733
0.07, 0.0755167, 0.0642489, 1.17538, 0.0109215
0.08, 0.0766167, 0.0662105, 1.15717, 0.00896655
0.09, 0.0775755, 0.0680233, 1.14043, 0.00838466
0.1, 0.0784122, 0.0696909, 1.12514, 0.00853196
0.2, 0.0818061, 0.0790899, 1.03434, 0.0139502
0.3, 0.0798796, 0.080792, 0.988707, 0.0162379
0.4, 0.0755959, 0.0806724, 0.937073, 0.0163178
0.5, 0.0707829, 0.0819439, 0.863798, 0.0149953
0.6, 0.0668791, 0.086102, 0.776743, 0.0127156
0.7, 0.0648169, 0.0928906, 0.697777, 0.00977911
0.8, 0.0653265, 0.100784, 0.648185, 0.00643766
0.9, 0.0680441, 0.104875, 0.648814, 0.00296832
0.0001, 0.150324, 0.0962878, 1.5612, 135714
0.0002, 0.115885, 0.0678096, 1.70897, 24479.5
0.0003, 0.0994835, 0.0554598, 1.79379, 8994.2
0.0004, 0.0892468, 0.0481827, 1.85226, 4413.46
0.0005, 0.082023, 0.0432588, 1.8961, 2541.58
0.0006, 0.0765486, 0.0396496, 1.93063, 1620.63
0.0007, 0.0721969, 0.0368581, 1.95878, 1106.1
0.0008, 0.0686244, 0.0346201, 1.98221, 794.973
0.0009, 0.0656172, 0.032775, 2.00205, 594.056
0.001, 0.0630362, 0.0312204, 2.01907, 457.521
0.002, 0.0484127, 0.0229732, 2.10735, 82.1838
0.003, 0.0415547, 0.0195, 2.13101, 30.0704
0.004, 0.0373756, 0.017555, 2.12906, 14.6939
0.005, 0.0345146, 0.0163276, 2.11388, 8.42627
0.006, 0.0324228, 0.0155049, 2.09114, 5.35046
0.007, 0.0308266, 0.0149356, 2.06397, 3.63625
0.008, 0.0295753, 0.0145388, 2.03424, 2.60232
0.009, 0.0285749, 0.0142648, 2.00318, 1.93632
0.01, 0.0277638, 0.0140818, 1.9716, 1.48486
0.02, 0.0246157, 0.014529, 1.69424, 0.25523
0.03, 0.0248496, 0.0164033, 1.51491, 0.0893588
0.04, 0.0261622, 0.0186518, 1.40267, 0.0419486
0.05, 0.0279348, 0.0210099, 1.3296, 0.0233524
0.06, 0.0299204, 0.0233781, 1.27984, 0.014651
0.07, 0.0319988, 0.025711, 1.24455, 0.0100771
0.08, 0.0341068, 0.027987, 1.21867, 0.00749829
0.09, 0.0362016, 0.0301902, 1.19912, 0.00594957
0.1, 0.0382813, 0.032332, 1.18401, 0.00496588
0.2, 0.0560868, 0.049782, 1.12665, 0.00229573
0.3, 0.0695103, 0.0623993, 1.11396, 0.00149645
0.4, 0.0821905, 0.0740555, 1.10985, 0.0009267
0.5, 0.0979069, 0.0883769, 1.10783, 0.000501485
0.6, 0.120328, 0.108824, 1.10571, 0.000222883
0.7, 0.151643, 0.137596, 1.10208, 7.35416e-05
0.8, 0.193289, 0.17626, 1.09661, 1.43504e-05
0.9, 0.241866, 0.222304, 1.08799, 7.96051e-07
0.0001, -2.08167e-17, -2.77556e-17, 0.75, 1.09139e-11
0.0002, -3.40894e-18, -4.1881e-17, 0.0813959, 2.65502e-12
0.0003, -1.37203e-17, -2.76478e-17, 0.496253, 4.72799e-13
0.0004, -2.03773e-17, -1.02924e-17, 1.97985, 2.1009e-13
0.0005, -3.4806e-18, -3.4984e-18, 0.994913, 5.63674e-14
0.0006, -6.02495e-18, -3.33609e-18, 1.80599, 6.51305e-14
0.0007, -1.78795e-17, -3.89087e-18, 4.59525, 2.4374e-14
0.0008, -6.12302e-18, -1.83551e-18, 3.33586, 9.11677e-14
0.0009, -1.61834e-17, -1.74394e-17, 0.927981, 5.10681e-14
0.001, -1.73472e-17, -1.38778e-17, 1.25, 8.52608e-14
0.002, -1.23012e-17, -1.05801e-17, 1.16267, 3.58211e-16
0.003, -1.10267e-17, -8.53414e-18, 1.29207, 1.8106e-15
0.004, -1.50092e-17, -1.58801e-17, 0.945159, 1.92662e-15
0.005, -3.42006e-18, -1.22249e-17, 0.279762, 6.64258e-16
0.006, -1.5133e-17, -2.21995e-18, 6.81683, 3.52072e-16
0.007, -7.24099e-19, -1.56879e-17, 0.0461565, 2.99638e-16
0.008, -1.13072e-18, -7.02755e-18, 0.160898, 6.58427e-17
0.009, -1.01718e-17, -1.10663e-17, 0.919167, 2.63063e-16
0.01, -8.67362e-18, -1.56125e-17, 0.555556, 1.38997e-16
0.02, -1.26529e-17, -7.05292e-18, 1.79399, 1.92802e-17
0.03, -9.34923e-18, -6.14753e-18, 1.52081, 5.05864e-18
0.04, -2.0558e-17, -1.02143e-17, 2.01268, 1.04939e-17
