# mu value:
4.472136
# num_x_vals
36
# x, INITIALPDFS_SAL3, SAL, ratio, DeltaPDFs
0.0001, 15.402, 10.8833, 1.41519, 1.28626e+07
0.0002, 11.8656, 7.92181, 1.49783, 2.32025e+06
0.0003, 10.1792, 6.60781, 1.54048, 852552
0.0004, 9.12558, 5.82074, 1.56777, 418373
0.0005, 8.38131, 5.28099, 1.58707, 240943
0.0006, 7.81668, 4.88069, 1.60155, 153646
0.0007, 7.3673, 4.5678, 1.61288, 104871
0.0008, 6.9979, 4.31446, 1.62197, 75377.5
0.0009, 6.68651, 4.10362, 1.62942, 56330.4
0.001, 6.41885, 3.9244, 1.63563, 43386.3
0.002, 4.88877, 2.93595, 1.66514, 7798.12
0.003, 4.15311, 2.48272, 1.67281, 2854.98
0.004, 3.69065, 2.20502, 1.67375, 1395.92
0.005, 3.36228, 2.01111, 1.67185, 800.979
0.006, 3.11205, 1.8651, 1.66857, 508.905
0.007, 2.9121, 1.74945, 1.66458, 346.068
0.008, 2.74714, 1.65469, 1.66022, 247.817
0.009, 2.60763, 1.57497, 1.65567, 184.506
0.01, 2.48733, 1.50653, 1.65104, 141.574
0.02, 1.79163, 1.11458, 1.60745, 24.4859
0.03, 1.45103, 0.923454, 1.5713, 8.61981
0.04, 1.2345, 0.801251, 1.54072, 4.05577
0.05, 1.07968, 0.713141, 1.51398, 2.2471
0.06, 0.961229, 0.645126, 1.48999, 1.38736
0.07, 0.866473, 0.59027, 1.46793, 0.925368
0.08, 0.788312, 0.544613, 1.44747, 0.65821
0.09, 0.722081, 0.505506, 1.42843, 0.494073
0.1, 0.666838, 0.473819, 1.40737, 0.388534
0.2, 0.350199, 0.279793, 1.25164, 0.144912
0.3, 0.207872, 0.184303, 1.12788, 0.109019
0.4, 0.129513, 0.127456, 1.01614, 0.081147
0.5, 0.08229, 0.0896009, 0.918406, 0.0532178
0.6, 0.0533096, 0.0634661, 0.839969, 0.0291661
0.7, 0.0329976, 0.0418733, 0.788035, 0.0123189
0.8, 0.01859, 0.0242721, 0.765899, 0.00332938
0.9, 0.0075811, 0.00970043, 0.781521, 0.000321759
0.0001, 0.270862, 0.420139, 0.644697, 159275
0.0002, 0.227695, 0.349466, 0.651552, 28728.8
0.0003, 0.208782, 0.315741, 0.661246, 10555.3
0.0004, 0.197823, 0.294546, 0.671622, 5179.36
0.0005, 0.190615, 0.279471, 0.682059, 2982.57
0.0006, 0.185515, 0.267957, 0.692333, 1901.79
0.0007, 0.181726, 0.258736, 0.702363, 1297.97
0.0008, 0.178821, 0.25111, 0.712119, 932.853
0.0009, 0.176537, 0.244647, 0.721599, 697.074
0.001, 0.17471, 0.239064, 0.73081, 536.851
0.002, 0.167466, 0.206549, 0.81078, 96.4123
0.003, 0.166781, 0.190513, 0.87543, 35.2684
0.004, 0.167759, 0.180315, 0.930366, 17.2298
0.005, 0.169315, 0.173046, 0.97844, 9.87824
0.006, 0.171086, 0.167514, 1.02132, 6.2711
0.007, 0.172921, 0.163116, 1.06011, 4.26114
0.008, 0.174755, 0.159516, 1.09553, 3.0491
0.009, 0.176555, 0.156501, 1.12814, 2.26856
0.01, 0.178307, 0.153932, 1.15835, 1.73961
0.02, 0.192883, 0.14018, 1.37597, 0.301228
0.03, 0.203428, 0.134804, 1.50907, 0.109277
0.04, 0.21146, 0.132226, 1.59922, 0.0564905
0.05, 0.217783, 0.130907, 1.66364, 0.0384112
0.06, 0.222856, 0.130225, 1.71131, 0.0326354
0.07, 0.226966, 0.129876, 1.74756, 0.0317104
0.08, 0.230304, 0.129699, 1.77568, 0.0326902
0.09, 0.233005, 0.129599, 1.7979, 0.0343685
0.1, 0.235179, 0.129531, 1.81562, 0.0362626
0.2, 0.238643, 0.126513, 1.88631, 0.0504367
0.3, 0.22482, 0.119949, 1.87429, 0.0548469
0.4, 0.203472, 0.113567, 1.79165, 0.0532198
0.5, 0.179251, 0.109919, 1.63075, 0.047683
0.6, 0.155284, 0.110261, 1.40834, 0.0395232
0.7, 0.133557, 0.114073, 1.1708, 0.0296715
0.8, 0.115682, 0.119693, 0.966488, 0.0189558
0.9, 0.101739, 0.121712, 0.835903, 0.00833464
0.0001, 0.270927, 0.420527, 0.644256, 159275
0.0002, 0.22782, 0.350198, 0.650547, 28728.8
0.0003, 0.208966, 0.316802, 0.65961, 10555.3
0.0004, 0.198064, 0.295924, 0.669304, 5179.36
0.0005, 0.190912, 0.281161, 0.679014, 2982.57
0.0006, 0.185868, 0.269952, 0.68852, 1901.79
0.0007, 0.182134, 0.261031, 0.697746, 1297.97
0.0008, 0.179282, 0.253702, 0.706665, 932.853
0.0009, 0.177053, 0.247532, 0.715275, 697.074
0.001, 0.17528, 0.242237, 0.723587, 536.851
0.002, 0.168558, 0.212488, 0.79326, 96.4123
0.003, 0.168379, 0.199063, 0.845856, 35.2684
0.004, 0.16985, 0.191372, 0.88754, 17.2298
0.005, 0.171891, 0.186529, 0.92152, 9.87824
0.006, 0.174137, 0.183357, 0.949716, 6.2711
0.007, 0.176441, 0.181261, 0.973411, 4.26114
0.008, 0.178738, 0.179912, 0.993478, 3.0491
0.009, 0.180997, 0.179103, 1.01057, 2.26856
0.01, 0.183202, 0.178698, 1.0252, 1.73961
0.02, 0.202089, 0.184768, 1.09374, 0.301228
0.03, 0.216635, 0.19672, 1.10124, 0.109277
0.04, 0.228422, 0.209567, 1.08997, 0.0564905
0.05, 0.238287, 0.222096, 1.0729, 0.0384112
0.06, 0.246712, 0.233904, 1.05476, 0.0326354
0.07, 0.254, 0.244854, 1.03735, 0.0317104
0.08, 0.260356, 0.254916, 1.02134, 0.0326902
0.09, 0.265921, 0.264096, 1.00691, 0.0343685
0.1, 0.270838, 0.272487, 0.993949, 0.0362626
0.2, 0.295833, 0.321254, 0.92087, 0.0504367
0.3, 0.2971, 0.33528, 0.886124, 0.0548469
0.4, 0.289496, 0.341424, 0.847907, 0.0532198
0.5, 0.281801, 0.353471, 0.797241, 0.047683
0.6, 0.280848, 0.377925, 0.743132, 0.0395232
0.7, 0.290398, 0.413417, 0.702433, 0.0296715
0.8, 0.31285, 0.453519, 0.689827, 0.0189558
0.9, 0.343181, 0.47642, 0.720332, 0.00833464
0.0001, 0.239273, 0.22868, 1.04633, 159275
0.0002, 0.189994, 0.178135, 1.06657, 28728.8
0.0003, 0.166981, 0.1552, 1.0759, 10555.3
0.0004, 0.15285, 0.141254, 1.08209, 5179.36
0.0005, 0.143021, 0.131582, 1.08693, 2982.58
0.0006, 0.13567, 0.124344, 1.09109, 1901.8
0.0007, 0.129898, 0.118646, 1.09483, 1297.97
0.0008, 0.125213, 0.114006, 1.09831, 932.854
0.0009, 0.121312, 0.110125, 1.10159, 697.076
0.001, 0.117999, 0.106813, 1.10472, 536.852
0.002, 0.0999959, 0.0883777, 1.13146, 96.4136
0.003, 0.0921797, 0.0799445, 1.15305, 35.2694
0.004, 0.0877024, 0.0748911, 1.17107, 17.2305
0.005, 0.084798, 0.0714821, 1.18628, 9.8787
0.006, 0.0827758, 0.0690251, 1.19921, 6.27131
0.007, 0.0813009, 0.0671773, 1.21024, 4.26113
0.008, 0.0801939, 0.0657509, 1.21966, 3.04887
0.009, 0.0793453, 0.0646292, 1.2277, 2.26811
0.01, 0.0786853, 0.0637359, 1.23455, 1.73896
0.02, 0.0765775, 0.0606678, 1.26224, 0.298689
0.03, 0.0770243, 0.0613894, 1.25468, 0.104765
0.04, 0.0780151, 0.0631445, 1.2355, 0.0492297
0.05, 0.0791212, 0.0652241, 1.21307, 0.0272209
0.06, 0.0802073, 0.067363, 1.19067, 0.0167832
0.07, 0.0812239, 0.069444, 1.16963, 0.011395
0.08, 0.0821533, 0.0714135, 1.15039, 0.00877526
0.09, 0.0829889, 0.0732447, 1.13304, 0.0078398
0.1, 0.0837389, 0.0749402, 1.11741, 0.00786789
0.2, 0.0869605, 0.0846919, 1.02679, 0.013569
0.3, 0.0852836, 0.0869504, 0.980831, 0.0157553
0.4, 0.0816014, 0.0876597, 0.930888, 0.0156495
0.5, 0.0779487, 0.0900532, 0.865585, 0.0141709
0.6, 0.0760033, 0.0956734, 0.794403, 0.0118085
0.7, 0.0767164, 0.104138, 0.736678, 0.00888843
0.8, 0.0807297, 0.113827, 0.709229, 0.0056848
