# mu value:
1.414214
# num_x_vals
36
# x, INITIALPDFS_SAL4, SAL, ratio, DeltaPDFs
0.0001, 3.86765, 5.14321, 0.751991, 2556
0.0002, 3.29334, 3.46353, 0.950864, 1008.97
0.0003, 2.99639, 2.74811, 1.09035, 585.821
0.0004, 2.8013, 2.3317, 1.2014, 398.164
0.0005, 2.65832, 2.05258, 1.29511, 295.118
0.0006, 2.54663, 1.8495, 1.37693, 231.105
0.0007, 2.45559, 1.69337, 1.45012, 187.872
0.0008, 2.37918, 1.5688, 1.51657, 157.036
0.0009, 2.31361, 1.4665, 1.57764, 134.064
0.001, 2.25634, 1.38058, 1.63434, 116.36
0.002, 1.91016, 0.927195, 2.06015, 45.8276
0.003, 1.7297, 0.733686, 2.35754, 26.5579
0.004, 1.6102, 0.62083, 2.59363, 18.0237
0.005, 1.52195, 0.545031, 2.7924, 13.3447
0.006, 1.45249, 0.489775, 2.96563, 10.4433
0.007, 1.39545, 0.447209, 3.12036, 8.48755
0.008, 1.34724, 0.413185, 3.26062, 7.09577
0.009, 1.30557, 0.385191, 3.3894, 6.06143
0.01, 1.26892, 0.361634, 3.50884, 5.2664
0.02, 1.04021, 0.236297, 4.40213, 2.14251
0.03, 0.913448, 0.181862, 5.02276, 1.32543
0.04, 0.825025, 0.149627, 5.5139, 0.97954
0.05, 0.756694, 0.12768, 5.92649, 0.796544
0.06, 0.700741, 0.111487, 6.2854, 0.685362
0.07, 0.653172, 0.098881, 6.60563, 0.610771
0.08, 0.611715, 0.0887105, 6.89564, 0.557199
0.09, 0.574866, 0.0802748, 7.16123, 0.516568
0.1, 0.54177, 0.0731293, 7.40838, 0.484467
0.2, 0.32041, 0.0345977, 9.26101, 0.331711
0.3, 0.194247, 0.018395, 10.5598, 0.253889
0.4, 0.114302, 0.00983206, 11.6255, 0.185872
0.5, 0.0631495, 0.00501027, 12.604, 0.123571
0.6, 0.031613, 0.00231206, 13.6731, 0.0714579
0.7, 0.0135117, 0.000893351, 15.1247, 0.033483
0.8, 0.00447067, 0.000245301, 18.2253, 0.0108647
0.9, 0.000933694, 2.86758e-05, 32.5603, 0.00150278
0.0001, 0.0103875, 0.283756, 0.036607, 3.09726
0.0002, 0.0103249, 0.253999, 0.0406493, 1.22092
0.0003, 0.0106068, 0.238077, 0.044552, 0.707736
0.0004, 0.0109772, 0.227399, 0.0482728, 0.480302
0.0005, 0.0113755, 0.219457, 0.0518348, 0.355624
0.0006, 0.0117809, 0.213184, 0.0552617, 0.278412
0.0007, 0.0121849, 0.208025, 0.058574, 0.226518
0.0008, 0.0125836, 0.203664, 0.0617862, 0.189768
0.0009, 0.0129756, 0.199898, 0.0649108, 0.162655
0.001, 0.0133601, 0.196593, 0.0679579, 0.142024
0.002, 0.0168239, 0.176321, 0.0954163, 0.068107
0.003, 0.0197776, 0.165628, 0.11941, 0.056848
0.004, 0.0224002, 0.158566, 0.141267, 0.0557808
0.005, 0.0247875, 0.153398, 0.161589, 0.056861
0.006, 0.0269963, 0.149385, 0.180716, 0.0583735
0.007, 0.0290635, 0.146142, 0.198872, 0.0598922
0.008, 0.0310144, 0.143449, 0.216205, 0.0613068
0.009, 0.0328675, 0.141167, 0.232826, 0.0625961
0.01, 0.0346366, 0.139202, 0.248822, 0.063765
0.02, 0.0493228, 0.128267, 0.384531, 0.0711572
0.03, 0.0608437, 0.123702, 0.491855, 0.0747043
0.04, 0.0705677, 0.121382, 0.581369, 0.0765684
0.05, 0.0790617, 0.120111, 0.658237, 0.0774883
0.06, 0.0866297, 0.11939, 0.725602, 0.077808
0.07, 0.0934602, 0.118965, 0.78561, 0.0777187
0.08, 0.099678, 0.118699, 0.839754, 0.0773358
0.09, 0.105373, 0.118508, 0.889165, 0.0767372
0.1, 0.110613, 0.11834, 0.934705, 0.0759766
0.2, 0.145729, 0.114496, 1.27279, 0.0649091
0.3, 0.160746, 0.106447, 1.5101, 0.053964
0.4, 0.162923, 0.0973483, 1.67361, 0.0457498
0.5, 0.155757, 0.0896619, 1.73716, 0.0400801
0.6, 0.141483, 0.0844964, 1.67443, 0.0357612
0.7, 0.121725, 0.0817072, 1.48978, 0.0315466
0.8, 0.0978085, 0.079757, 1.22633, 0.0267914
0.9, 0.0708074, 0.0745, 0.950435, 0.0220063
0.0001, 0.010402, 0.283905, 0.0366391, 3.09727
0.0002, 0.0103537, 0.254295, 0.0407155, 1.22093
0.0003, 0.01065, 0.238521, 0.0446499, 0.70774
0.0004, 0.0110346, 0.227991, 0.048399, 0.480307
0.0005, 0.0114471, 0.220197, 0.0519854, 0.35563
0.0006, 0.0118666, 0.214072, 0.0554328, 0.278418
0.0007, 0.0122846, 0.209061, 0.0587612, 0.226523
0.0008, 0.0126975, 0.204847, 0.0619853, 0.189772
0.0009, 0.0131035, 0.201229, 0.0651175, 0.162657
0.001, 0.013502, 0.198071, 0.0681677, 0.142023
0.002, 0.0171053, 0.179264, 0.0954197, 0.0680462
0.003, 0.0201973, 0.170026, 0.11879, 0.0567039
0.004, 0.0229571, 0.164408, 0.139635, 0.0555589
0.005, 0.0254807, 0.160672, 0.158588, 0.0565675
0.006, 0.0278249, 0.158079, 0.176019, 0.0580122
0.007, 0.0300269, 0.156246, 0.192178, 0.0594652
0.008, 0.0321118, 0.154952, 0.207237, 0.0608154
0.009, 0.0340981, 0.154058, 0.221333, 0.0620411
0.01, 0.0359998, 0.153469, 0.234574, 0.0631472
0.02, 0.0519769, 0.155717, 0.33379, 0.0699329
0.03, 0.0647302, 0.16332, 0.39634, 0.0729027
0.04, 0.0756326, 0.172216, 0.439174, 0.0742158
0.05, 0.0852541, 0.181272, 0.470311, 0.0746103
0.06, 0.093901, 0.190044, 0.4941, 0.0744297
0.07, 0.101764, 0.198336, 0.513091, 0.0738651
0.08, 0.108971, 0.206058, 0.528834, 0.0730316
0.09, 0.115611, 0.213177, 0.542325, 0.072007
0.1, 0.121758, 0.219686, 0.554236, 0.0708439
0.2, 0.164114, 0.256165, 0.640657, 0.0570453
0.3, 0.184224, 0.26029, 0.707765, 0.0457186
0.4, 0.190981, 0.253919, 0.752135, 0.0395145
0.5, 0.189457, 0.249712, 0.758702, 0.0381089
0.6, 0.183443, 0.253343, 0.724091, 0.0402545
0.7, 0.17598, 0.264893, 0.664342, 0.0452564
0.8, 0.169743, 0.27861, 0.609247, 0.0533219
0.9, 0.166685, 0.278168, 0.599224, 0.0648065
0.0001, 0.00876203, 0.0851616, 0.102887, 3.09846
0.0002, 0.00791137, 0.0762688, 0.10373, 1.22236
0.0003, 0.00756574, 0.0715268, 0.105775, 0.709165
0.0004, 0.00739434, 0.0683579, 0.108171, 0.481563
0.0005, 0.00730698, 0.0660099, 0.110695, 0.356582
0.0006, 0.00726723, 0.0641625, 0.113263, 0.278948
0.0007, 0.00725706, 0.0626492, 0.115837, 0.226524
0.0008, 0.00726667, 0.0613753, 0.118397, 0.189148
0.0009, 0.00729003, 0.06028, 0.120936, 0.161318
0.001, 0.00732326, 0.0593227, 0.123448, 0.139887
0.002, 0.00787295, 0.0535831, 0.14693, 0.0552131
0.003, 0.00851356, 0.0507147, 0.167872, 0.0333694
0.004, 0.00914536, 0.0489328, 0.186896, 0.0249346
0.005, 0.00975337, 0.0477167, 0.204402, 0.0212766
0.006, 0.0103362, 0.0468442, 0.22065, 0.0196629
0.007, 0.0108953, 0.0462001, 0.235829, 0.0189896
0.008, 0.011433, 0.0457187, 0.250073, 0.0187702
