# mu value:
4.472136
# num_x_vals
36
# x, INITIALPDFS_SAL3, SAL, ratio, DeltaPDFs
0.0001, 8.46162, 11.6643, 0.725432, 5228.88
0.0002, 7.11721, 8.57826, 0.82968, 1742.46
0.0003, 6.41652, 7.20151, 0.890997, 916.229
0.0004, 5.95415, 6.37386, 0.934151, 580.315
0.0005, 5.61424, 5.80469, 0.96719, 407.222
0.0006, 5.34815, 5.38161, 0.993782, 304.971
0.0007, 5.13086, 5.05029, 1.01595, 238.692
0.0008, 4.94827, 4.78159, 1.03486, 193.076
0.0009, 4.79139, 4.55766, 1.05128, 160.128
0.001, 4.65425, 4.36705, 1.06577, 135.42
0.002, 3.82348, 3.31128, 1.15468, 44.9647
0.003, 3.38992, 2.82419, 1.20032, 23.5897
0.004, 3.10329, 2.52467, 1.22919, 14.926
0.005, 2.89217, 2.315, 1.24932, 10.4766
0.006, 2.72658, 2.15683, 1.26416, 7.85754
0.007, 2.59109, 2.03136, 1.27555, 6.1663
0.008, 2.47703, 1.92843, 1.28449, 5.00697
0.009, 2.37886, 1.84174, 1.29164, 4.17306
0.01, 2.2929, 1.76724, 1.29745, 3.55034
0.02, 1.76837, 1.33907, 1.3206, 1.30782
0.03, 1.4913, 1.12876, 1.32118, 0.791
0.04, 1.30658, 0.993295, 1.3154, 0.577294
0.05, 1.16972, 0.894828, 1.30721, 0.460809
0.06, 1.06196, 0.818169, 1.29797, 0.386274
0.07, 0.973617, 0.755768, 1.28825, 0.333448
0.08, 0.899167, 0.703367, 1.27838, 0.293546
0.09, 0.835036, 0.658352, 1.26837, 0.261984
0.1, 0.779692, 0.6203, 1.25696, 0.236184
0.2, 0.445531, 0.383399, 1.16205, 0.109071
0.3, 0.282828, 0.262547, 1.07725, 0.0602298
0.4, 0.188492, 0.188601, 0.999424, 0.0340104
0.5, 0.129682, 0.138833, 0.934083, 0.0180843
0.6, 0.0906879, 0.102573, 0.884126, 0.00844392
0.7, 0.0631585, 0.0733793, 0.860712, 0.00318
0.8, 0.040801, 0.0474737, 0.859445, 0.000846577
0.9, 0.0199687, 0.0227182, 0.878973, 0.000121671
0.0001, 0.306759, 0.581079, 0.527912, 93.2896
0.0002, 0.271703, 0.471544, 0.576198, 31.0733
0.0003, 0.254617, 0.419914, 0.606355, 16.331
0.0004, 0.243962, 0.38772, 0.629223, 10.3381
0.0005, 0.236522, 0.364955, 0.648086, 7.25039
0.0006, 0.230971, 0.347647, 0.664385, 5.42666
0.0007, 0.226641, 0.333835, 0.678901, 4.24469
0.0008, 0.223161, 0.322449, 0.69208, 3.43134
0.0009, 0.220297, 0.312824, 0.70422, 2.84396
0.001, 0.217898, 0.304528, 0.715527, 2.40356
0.002, 0.205932, 0.256549, 0.802699, 0.792683
0.003, 0.201982, 0.233063, 0.866642, 0.413323
0.004, 0.200536, 0.218153, 0.919244, 0.260369
0.005, 0.200188, 0.207517, 0.964681, 0.182382
0.006, 0.200403, 0.199403, 1.00502, 0.13689
0.007, 0.200932, 0.192929, 1.04148, 0.107825
0.008, 0.201645, 0.187605, 1.07484, 0.0881307
0.009, 0.202468, 0.183125, 1.10563, 0.0741352
0.01, 0.203357, 0.179287, 1.13425, 0.0638095
0.02, 0.212596, 0.158029, 1.34529, 0.0276019
0.03, 0.220354, 0.148831, 1.48057, 0.0188333
0.04, 0.226564, 0.143739, 1.57622, 0.015211
0.05, 0.231555, 0.140564, 1.64732, 0.013954
0.06, 0.235582, 0.138419, 1.70194, 0.0140856
0.07, 0.23883, 0.136867, 1.74498, 0.0149781
0.08, 0.241434, 0.135673, 1.77953, 0.0162269
0.09, 0.24349, 0.134689, 1.8078, 0.0176055
0.1, 0.245096, 0.133867, 1.8309, 0.0189973
0.2, 0.244947, 0.126648, 1.93408, 0.0287583
0.3, 0.2299, 0.119541, 1.9232, 0.0318769
0.4, 0.209393, 0.115075, 1.81962, 0.0310269
