# mu value:
4.472136
# num_x_vals
36
# x, INITIALPDFS_SAL5, SAL, ratio, DeltaPDFs
0.06, 0.0688051, 0.0773423, 0.889617, 0.0177502
0.07, 0.0695316, 0.0782447, 0.888642, 0.0162736
0.08, 0.0704347, 0.0792186, 0.889119, 0.0151305
0.09, 0.0714224, 0.080186, 0.890709, 0.014214
0.1, 0.0724626, 0.0811446, 0.893006, 0.0134538
0.2, 0.0811881, 0.086766, 0.935712, 0.00932294
0.3, 0.0860668, 0.0884314, 0.973261, 0.00741827
0.4, 0.0891469, 0.0909321, 0.980368, 0.0485213
0.5, 0.0921648, 0.0966182, 0.953907, 0.0196161
0.6, 0.0957439, 0.10561, 0.906581, 0.0149406
0.7, 0.0990817, 0.115614, 0.857002, 0.011895
0.8, 0.0986625, 0.121049, 0.81506, 0.00867228
0.9, 0.0836759, 0.107597, 0.777682, 0.00498748
0.0001, 0.374389, 0.311617, 1.20144, 4.31435
0.0002, 0.300203, 0.230351, 1.30324, 1.96302
0.0003, 0.263235, 0.193854, 1.3579, 1.24528
0.0004, 0.239518, 0.171816, 1.39404, 0.905211
0.0005, 0.222444, 0.156611, 1.42036, 0.709291
0.0006, 0.209301, 0.145279, 1.44068, 0.582893
0.0007, 0.198718, 0.136388, 1.45701, 0.494856
0.0008, 0.189933, 0.129165, 1.47046, 0.430363
0.0009, 0.182466, 0.123139, 1.48179, 0.381182
0.001, 0.176002, 0.118004, 1.49148, 0.342486
0.002, 0.138227, 0.0895397, 1.54375, 0.17728
0.003, 0.119621, 0.076502, 1.56363, 0.125747
0.004, 0.10785, 0.0686136, 1.57185, 0.100362
0.005, 0.0995127, 0.0632137, 1.57423, 0.085022
0.006, 0.0932094, 0.0592494, 1.57317, 0.0746047
0.007, 0.0882325, 0.0562022, 1.56991, 0.0669664
0.008, 0.084188, 0.0537894, 1.56514, 0.0610774
0.009, 0.0808276, 0.0518356, 1.55931, 0.0563601
0.01, 0.0779876, 0.050227, 1.5527, 0.0524703
0.02, 0.0634994, 0.0431249, 1.47245, 0.0326768
0.03, 0.0588095, 0.0421073, 1.39666, 0.0243609
0.04, 0.0574555, 0.0430306, 1.33522, 0.0194747
0.05, 0.0576561, 0.0447938, 1.28715, 0.0161666
0.06, 0.0586879, 0.0469617, 1.2497, 0.0137419
0.07, 0.0601943, 0.0493263, 1.22033, 0.0118697
0.08, 0.0619836, 0.0517791, 1.19708, 0.0103735
0.09, 0.0639335, 0.0542494, 1.17851, 0.0091466
0.1, 0.066008, 0.0567435, 1.16327, 0.00811797
0.2, 0.0873832, 0.0794152, 1.10033, 0.0029393
0.3, 0.109999, 0.101235, 1.08658, 0.00115631
0.4, 0.138671, 0.12812, 1.08235, 0.000436889
0.5, 0.176751, 0.163776, 1.07923, 0.000149462
0.6, 0.223931, 0.208371, 1.07467, 4.07879e-05
0.7, 0.274837, 0.257266, 1.0683, 8.72666e-06
0.8, 0.313352, 0.295808, 1.05931, 1.75659e-06
0.9, 0.294018, 0.281514, 1.04442, 7.97212e-08
0.0001, -3.46945e-17, -4.85723e-17, 0.714286, 4.49076e-16
0.0002, -3.41613e-17, -3.46014e-17, 0.98728, 2.84699e-16
0.0003, -2.69995e-17, -2.95042e-17, 0.915107, 4.15347e-17
0.0004, -4.0815e-17, -4.04071e-17, 1.01009, 1.14277e-16
0.0005, -2.43234e-17, -3.47384e-17, 0.700188, 3.98092e-17
0.0006, -3.05753e-17, -2.72221e-17, 1.12318, 9.60677e-17
0.0007, -1.06024e-17, -2.8626e-17, 0.370378, 6.90202e-17
0.0008, -2.24749e-17, -1.16229e-17, 1.93368, 1.40291e-17
0.0009, -2.96393e-17, -1.67446e-17, 1.77008, 3.56115e-17
0.001, -1.73472e-17, -4.16334e-17, 0.416667, 3.56991e-17
0.002, -3.9284e-18, -1.20624e-18, 3.25674, 2.34876e-17
0.003, -9.32387e-20, 1.4297e-19, -0.652156, 1.89725e-17
0.004, -6.04723e-18, -1.69971e-17, 0.35578, 1.09568e-17
0.005, -2.08201e-17, -7.00122e-18, 2.97378, 1.98665e-17
0.006, -2.09607e-17, -1.96417e-17, 1.06715, 1.04904e-17
0.007, -8.86433e-18, -7.54652e-18, 1.17462, 1.70492e-17
0.008, -1.41956e-17, -6.30328e-18, 2.2521, 4.23493e-18
0.009, -1.28217e-17, -9.05097e-18, 1.41662, 1.2035e-17
0.01, -8.67362e-18, -1.73472e-17, 0.5, 9.28371e-18
0.02, -1.37583e-17, -1.68417e-17, 0.816919, 5.07048e-18
0.03, -1.13964e-17, -9.66417e-18, 1.17925, 7.12982e-18
0.04, -7.64806e-18, -7.56119e-18, 1.01149, 6.52239e-18
0.05, -1.05953e-17, -1.75e-17, 0.605447, 8.73115e-18
0.06, -1.7313e-17, -6.26055e-18, 2.76541, 6.00617e-18
0.07, -1.40651e-17, -1.02176e-17, 1.37656, 8.04057e-18
0.08, -1.27384e-17, -9.5976e-18, 1.32725, 8.77827e-18
0.09, -2.99812e-18, -9.21991e-18, 0.325179, 3.78432e-18
0.1, -6.93889e-18, -1.38778e-17, 0.5, 8.88781e-18
0.2, -8.14606e-18, -6.03607e-18, 1.34956, 1.08499e-17
0.3, -4.91199e-18, -4.11573e-18, 1.19347, 1.66301e-17
0.4, -1.22918e-17, -1.83177e-17, 0.671034, 2.58476e-17
0.5, -9.92857e-18, -1.84174e-17, 0.539088, 1.8909e-17
0.6, -3.45005e-17, -2.90684e-17, 1.18687, 2.56956e-17
0.7, -1.45233e-17, -1.01854e-17, 1.4259, 1.01875e-17
0.8, -3.72308e-18, -2.84025e-17, 0.131083, 4.42396e-17
0.9, -1.7708e-17, -3.38194e-17, 0.523605, 3.16582e-17
0.0001, 0, 0, -nan, 0
0.0002, 0, 0, -nan, 0
0.0003, 0, 0, -nan, 0
0.0004, 0, 0, -nan, 0
0.0005, 0, 0, -nan, 0
0.0006, 0, 0, -nan, 0
0.0007, 0, 0, -nan, 0
0.0008, 0, 0, -nan, 0
0.0009, 0, 0, -nan, 0
0.001, 0, 0, -nan, 0
0.002, 0, 0, -nan, 0
0.003, 0, 0, -nan, 0
0.004, 0, 0, -nan, 0
0.005, 0, 0, -nan, 0
0.006, 0, 0, -nan, 0
0.007, 0, 0, -nan, 0
0.008, 0, 0, -nan, 0
0.009, 0, 0, -nan, 0
0.01, 0, 0, -nan, 0
0.02, 0, 0, -nan, 0
0.03, 0, 0, -nan, 0
0.04, 0, 0, -nan, 0
0.05, 0, 0, -nan, 0
0.06, 0, 0, -nan, 0
0.07, 0, 0, -nan, 0
0.08, 0, 0, -nan, 0
0.09, 0, 0, -nan, 0
0.1, 0, 0, -nan, 0
0.2, 0, 0, -nan, 0
0.3, 0, 0, -nan, 0
0.4, 0, 0, -nan, 0
0.5, 0, 0, -nan, 0
0.6, 0, 0, -nan, 0
0.7, 0, 0, -nan, 0
0.8, 0, 0, -nan, 0
0.9, 0, 0, -nan, 0
