# mu value:
4.472136
# num_x_vals
36
# x, INITIALPDFS_SAL5, SAL, ratio, DeltaPDFs
0.0001, 12.0977, 11.6643, 1.03716, 204.955
0.0002, 9.73016, 8.57826, 1.13428, 92.8494
0.0003, 8.55306, 7.20151, 1.18768, 58.6027
0.0004, 7.79907, 6.37386, 1.2236, 42.3647
0.0005, 7.25689, 5.80469, 1.25018, 33.0038
0.0006, 6.83986, 5.38161, 1.27097, 26.9621
0.0007, 6.50424, 5.05029, 1.28789, 22.7527
0.0008, 6.22576, 4.78159, 1.30203, 19.6689
0.0009, 5.98911, 4.55766, 1.31408, 17.3176
0.001, 5.78426, 4.36705, 1.32452, 15.4683
0.002, 4.58533, 3.31128, 1.38476, 7.60812
0.003, 3.98991, 2.82419, 1.41276, 5.20656
0.004, 3.60832, 2.52467, 1.42923, 4.05579
0.005, 3.33358, 2.315, 1.43999, 3.37989
0.006, 3.1219, 2.15683, 1.44745, 2.93286
0.007, 2.95123, 2.03136, 1.45283, 2.61266
0.008, 2.80931, 1.92843, 1.45679, 2.37081
0.009, 2.68845, 1.84174, 1.45973, 2.18048
0.01, 2.58359, 1.76724, 1.46193, 2.02591
0.02, 1.96294, 1.33907, 1.4659, 1.27271
0.03, 1.64732, 1.12876, 1.4594, 0.970139
0.04, 1.44077, 0.993295, 1.4505, 0.794294
0.05, 1.28934, 0.894828, 1.44088, 0.675276
0.06, 1.17083, 0.818169, 1.43103, 0.587644
0.07, 1.07402, 0.755768, 1.42109, 0.51947
0.08, 0.992593, 0.703367, 1.4112, 0.464497
0.09, 0.922538, 0.658352, 1.40128, 0.419066
0.1, 0.862097, 0.6203, 1.38981, 0.380192
0.2, 0.495442, 0.383399, 1.29224, 0.171357
0.3, 0.314723, 0.262547, 1.19873, 0.0845093
0.4, 0.208826, 0.188601, 1.10724, 0.0384603
0.5, 0.142307, 0.138833, 1.02502, 0.0185454
0.6, 0.0981628, 0.102573, 0.957, 0.00857719
0.7, 0.0671729, 0.0733793, 0.91542, 0.00394977
0.8, 0.0425986, 0.0474737, 0.897308, 0.00174061
0.9, 0.0204778, 0.0227182, 0.901384, 0.000491672
0.0001, 0.377626, 0.581079, 0.649871, 4.3159
0.0002, 0.305049, 0.471544, 0.646914, 1.96525
0.0003, 0.269358, 0.419914, 0.64146, 1.24804
0.0004, 0.24674, 0.38772, 0.636389, 0.908426
0.0005, 0.230648, 0.364955, 0.631991, 0.712905
0.0006, 0.218401, 0.347647, 0.628226, 0.58687
0.0007, 0.208647, 0.333835, 0.625001, 0.499166
0.0008, 0.200639, 0.322449, 0.622235, 0.434981
0.0009, 0.193905, 0.312824, 0.619854, 0.38609
0.001, 0.188137, 0.304528, 0.617801, 0.347668
0.002, 0.156039, 0.256549, 0.608221, 0.184654
0.003, 0.141809, 0.233063, 0.60846, 0.134831
0.004, 0.133716, 0.218153, 0.612945, 0.110947
0.005, 0.128596, 0.207517, 0.619686, 0.0969911
0.006, 0.125176, 0.199403, 0.627755, 0.0878765
0.007, 0.122827, 0.192929, 0.636645, 0.0814766
0.008, 0.121204, 0.187605, 0.646061, 0.0767688
0.009, 0.120096, 0.183125, 0.655812, 0.0731802
0.01, 0.119364, 0.179287, 0.665772, 0.0703701
0.02, 0.121011, 0.158029, 0.765747, 0.0590991
0.03, 0.127502, 0.148831, 0.856692, 0.0562984
0.04, 0.134697, 0.143739, 0.937093, 0.0550641
0.05, 0.141738, 0.140564, 1.00835, 0.0542084
0.06, 0.148385, 0.138419, 1.07199, 0.0534285
0.07, 0.154569, 0.136867, 1.12934, 0.0526404
0.08, 0.160286, 0.135673, 1.18142, 0.0518241
0.09, 0.165546, 0.134689, 1.2291, 0.0509794
0.1, 0.170397, 0.133867, 1.27289, 0.0501178
0.2, 0.200414, 0.126648, 1.58245, 0.0420107
0.3, 0.208455, 0.119541, 1.7438, 0.0352005
0.4, 0.204244, 0.115075, 1.77487, 0.0370172
0.5, 0.193061, 0.114901, 1.68023, 0.0450075
0.6, 0.177791, 0.118841, 1.49604, 0.037268
0.7, 0.159407, 0.124461, 1.28078, 0.0294955
0.8, 0.136134, 0.126139, 1.07924, 0.0202769
0.9, 0.0993533, 0.109609, 0.906437, 0.0100412
0.0001, 0.377742, 0.581641, 0.649443, 4.3159
0.0002, 0.305264, 0.472556, 0.645984, 1.96523
0.0003, 0.269667, 0.421343, 0.640017, 1.24802
0.0004, 0.247139, 0.389544, 0.634431, 0.908402
0.0005, 0.231135, 0.367161, 0.629518, 0.712877
0.0006, 0.218974, 0.350224, 0.625239, 0.586837
0.0007, 0.209305, 0.336775, 0.6215, 0.499129
0.0008, 0.201381, 0.325744, 0.61822, 0.43494
0.0009, 0.19473, 0.316467, 0.615326, 0.386045
0.001, 0.189044, 0.308512, 0.612761, 0.34762
0.002, 0.157732, 0.263742, 0.598056, 0.184568
0.003, 0.14425, 0.243212, 0.593105, 0.134703
0.004, 0.136879, 0.231101, 0.592292, 0.110771
0.005, 0.132461, 0.223143, 0.593615, 0.0967623
0.006, 0.129728, 0.217612, 0.596144, 0.08759
0.007, 0.128052, 0.213641, 0.59938, 0.0811287
0.008, 0.12709, 0.210751, 0.603036, 0.0763566
0.009, 0.126632, 0.208642, 0.606933, 0.0727015
0.01, 0.12654, 0.207119, 0.610954, 0.0698233
0.02, 0.134161, 0.206698, 0.649069, 0.0578503
0.03, 0.146038, 0.215305, 0.678283, 0.0543829
0.04, 0.158166, 0.225822, 0.700399, 0.0525306
0.05, 0.169764, 0.236494, 0.717838, 0.051096
0.06, 0.180642, 0.246713, 0.732197, 0.0497665
0.07, 0.190773, 0.25625, 0.744481, 0.0484503
0.08, 0.200183, 0.26503, 0.755324, 0.0471224
0.09, 0.208907, 0.273029, 0.765145, 0.0457739
0.1, 0.21703, 0.280349, 0.774143, 0.0444194
0.2, 0.272376, 0.322599, 0.844318, 0.0316694
0.3, 0.300698, 0.338054, 0.889498, 0.025417
0.4, 0.319428, 0.353092, 0.904659, 0.198805
0.5, 0.337659, 0.379163, 0.890539, 0.0716737
0.6, 0.35845, 0.417541, 0.858477, 0.0535842
0.7, 0.378602, 0.459406, 0.824112, 0.0426907
0.8, 0.383784, 0.48257, 0.795292, 0.0314904
0.9, 0.33021, 0.429796, 0.768296, 0.0185803
0.0001, 0.375314, 0.392522, 0.956159, 4.31481
0.0002, 0.301569, 0.302824, 0.995856, 1.96367
0.0003, 0.264943, 0.261829, 1.01189, 1.24608
0.0004, 0.241516, 0.236782, 1.01999, 0.906128
0.0005, 0.224697, 0.219344, 1.02441, 0.710307
0.0006, 0.211784, 0.206254, 1.02681, 0.583995
0.0007, 0.201411, 0.195918, 1.02804, 0.496033
0.0008, 0.192821, 0.187478, 1.0285, 0.431606
0.0009, 0.185536, 0.180401, 1.02846, 0.382483
0.001, 0.179243, 0.174347, 1.02808, 0.343841
0.002, 0.142802, 0.140279, 1.01799, 0.178944
0.003, 0.125151, 0.124316, 1.00672, 0.127538
0.004, 0.114133, 0.114503, 0.996768, 0.10221
0.005, 0.106416, 0.107696, 0.98812, 0.0868994
0.006, 0.100639, 0.102635, 0.980553, 0.0765
0.007, 0.0961152, 0.0986952, 0.973859, 0.0688756
0.008, 0.0924666, 0.0955348, 0.967884, 0.0629998
0.009, 0.0894547, 0.0929396, 0.962504, 0.0582969
0.01, 0.0869238, 0.0907705, 0.957622, 0.0544234
0.02, 0.074205, 0.0801918, 0.925344, 0.0349127
0.03, 0.0700396, 0.0771153, 0.908245, 0.0270149
0.04, 0.0686165, 0.0763859, 0.898287, 0.0225909
0.05, 0.0684046, 0.0766391, 0.892555, 0.0197422
