# mu value:
4.472136
# num_x_vals
36
# x, INITIALPDFS_SAL4, SAL, ratio, DeltaPDFs
0.01, 0.0485717, 0.0228, 2.13034, 0.0645273
0.02, 0.0429255, 0.0230005, 1.86628, 0.0295605
0.03, 0.0423324, 0.0254888, 1.66082, 0.0199751
0.04, 0.0434476, 0.0285929, 1.51953, 0.0155387
0.05, 0.0453352, 0.0318897, 1.42162, 0.0129386
0.06, 0.047611, 0.0352196, 1.35183, 0.0111968
0.07, 0.0500834, 0.0385095, 1.30055, 0.00992451
0.08, 0.052649, 0.0417244, 1.26183, 0.00894175
0.09, 0.0552375, 0.0448388, 1.23191, 0.00814974
0.1, 0.0578432, 0.0478725, 1.20828, 0.00749067
0.2, 0.0807404, 0.0725741, 1.11252, 0.00389968
0.3, 0.0985548, 0.0905005, 1.089, 0.00216211
0.4, 0.115784, 0.107146, 1.08062, 0.00112747
0.5, 0.137269, 0.127484, 1.07675, 0.000524453
0.6, 0.167673, 0.156139, 1.07387, 0.000205818
0.7, 0.209231, 0.195511, 1.07018, 6.2447e-05
0.8, 0.262929, 0.246862, 1.06509, 1.27319e-05
0.9, 0.321929, 0.30446, 1.05738, 1.38323e-06
0.0001, -1.38778e-17, -3.46945e-17, 0.4, 2.66498e-15
0.0002, 5.79873e-18, -2.66289e-17, -0.217761, 2.50211e-16
0.0003, -5.9945e-18, -2.60069e-17, 0.230496, 7.06906e-17
0.0004, -1.31373e-17, -1.4953e-17, 0.878576, 2.81024e-17
0.0005, -6.75302e-18, -2.82085e-17, 0.239396, 2.81018e-16
0.0006, -1.69827e-17, -1.24494e-19, 136.414, 3.51387e-16
0.0007, -1.09606e-17, -2.81303e-17, 0.389635, 1.78125e-16
0.0008, -7.85665e-18, -6.66647e-18, 1.17853, 1.50322e-16
0.0009, -1.56586e-17, 1.20123e-18, -13.0355, 1.89698e-16
0.001, -1.38778e-17, 6.93889e-18, -2, 1.13021e-16
0.002, -6.76172e-18, -1.42791e-17, 0.473539, 3.10634e-17
0.003, -4.32369e-19, -9.42212e-18, 0.0458888, 1.90813e-17
0.004, 1.04799e-19, -1.65256e-17, -0.00634162, 1.46446e-17
0.005, -3.41921e-18, -1.55171e-17, 0.220352, 1.64407e-17
0.006, -6.72535e-18, -3.69601e-18, 1.81962, 1.18903e-17
0.007, -5.41319e-18, -3.4146e-18, 1.58531, 7.58566e-18
0.008, -3.62403e-18, -4.23371e-18, 0.855992, 7.99374e-18
0.009, -5.31963e-18, -1.26243e-17, 0.421378, 7.18911e-18
0.01, -5.20417e-18, -1.38778e-17, 0.375, 6.26965e-18
0.02, -1.0238e-17, -1.38188e-17, 0.740875, 6.90514e-18
0.03, -1.24584e-17, -1.54794e-17, 0.804832, 5.32581e-18
0.04, -3.98801e-18, -1.25221e-17, 0.318479, 3.60059e-18
0.05, -1.37927e-17, -1.21169e-17, 1.1383, 3.16932e-18
0.06, -1.43804e-18, -1.38304e-17, 0.103977, 8.17117e-18
0.07, -1.29247e-17, -1.48258e-17, 0.871768, 4.19879e-18
0.08, -1.46837e-17, -1.75131e-19, 83.844, 6.33008e-18
0.09, -2.4581e-18, -4.3042e-18, 0.571094, 6.98499e-18
0.1, -1.73472e-17, -6.93889e-18, 2.5, 7.61107e-18
0.2, -1.62023e-17, -5.88632e-18, 2.75253, 7.19992e-18
0.3, 1.45469e-18, -1.81558e-17, -0.0801227, 2.91789e-18
0.4, -5.65049e-18, -1.57182e-17, 0.359487, 1.49093e-17
0.5, -9.6174e-18, -2.16025e-17, 0.445199, 9.52886e-18
0.6, 1.97897e-17, 2.48325e-17, 0.796929, 1.72714e-17
0.7, -2.8347e-17, -1.28465e-17, 2.20659, 1.83789e-17
0.8, 4.62042e-18, -2.90238e-17, -0.159194, 2.12518e-17
0.9, -1.75367e-17, -3.11431e-17, 0.5631, 1.10388e-17
0.0001, 0, 0, -nan, 0
0.0002, 0, 0, -nan, 0
0.0003, 0, 0, -nan, 0
0.0004, 0, 0, -nan, 0
0.0005, 0, 0, -nan, 0
0.0006, 0, 0, -nan, 0
0.0007, 0, 0, -nan, 0
0.0008, 0, 0, -nan, 0
0.0009, 0, 0, -nan, 0
0.001, 0, 0, -nan, 0
0.002, 0, 0, -nan, 0
0.003, 0, 0, -nan, 0
0.004, 0, 0, -nan, 0
0.005, 0, 0, -nan, 0
0.006, 0, 0, -nan, 0
0.007, 0, 0, -nan, 0
0.008, 0, 0, -nan, 0
0.009, 0, 0, -nan, 0
0.01, 0, 0, -nan, 0
0.02, 0, 0, -nan, 0
0.03, 0, 0, -nan, 0
0.04, 0, 0, -nan, 0
0.05, 0, 0, -nan, 0
0.06, 0, 0, -nan, 0
0.07, 0, 0, -nan, 0
0.08, 0, 0, -nan, 0
0.09, 0, 0, -nan, 0
0.1, 0, 0, -nan, 0
0.2, 0, 0, -nan, 0
0.3, 0, 0, -nan, 0
0.4, 0, 0, -nan, 0
0.5, 0, 0, -nan, 0
0.6, 0, 0, -nan, 0
0.7, 0, 0, -nan, 0
0.8, 0, 0, -nan, 0
0.9, 0, 0, -nan, 0
