# mu value:
3.162278
# num_x_vals
36
# x, INITIALPDFS_SAL5, SAL, ratio, DeltaPDFs
0.0001, 8.90963, 9.23508, 0.964759, 217.244
0.0002, 7.233, 6.67945, 1.08287, 98.2171
0.0003, 6.39503, 5.55466, 1.15129, 61.8527
0.0004, 5.85638, 4.88452, 1.19897, 44.6091
0.0005, 5.46798, 4.42681, 1.2352, 34.6681
0.0006, 5.16857, 4.08848, 1.26418, 28.2519
0.0007, 4.92714, 3.82475, 1.28822, 23.7819
0.0008, 4.72647, 3.61173, 1.30864, 20.5076
0.0009, 4.55568, 3.43484, 1.32632, 18.0115
0.001, 4.40764, 3.28474, 1.34185, 16.0488
0.002, 3.53672, 2.46242, 1.43628, 7.7247
0.003, 3.10067, 2.0891, 1.48421, 5.20457
0.004, 2.81962, 1.86177, 1.51448, 4.01228
0.005, 2.61634, 1.70376, 1.53563, 3.32171
0.006, 2.45912, 1.58518, 1.55131, 2.8712
0.007, 2.33192, 1.49153, 1.56344, 2.55254
0.008, 2.22582, 1.41496, 1.57306, 2.31458
0.009, 2.13521, 1.35067, 1.58085, 2.12915
0.01, 2.0564, 1.29556, 1.58726, 1.97984
0.02, 1.58521, 0.9812, 1.61559, 1.26845
0.03, 1.34163, 0.828042, 1.62025, 0.987216
0.04, 1.1803, 0.729622, 1.61769, 0.822853
0.05, 1.06086, 0.658101, 1.612, 0.710405
0.06, 0.966601, 0.602372, 1.60466, 0.626619
0.07, 0.889046, 0.556945, 1.59629, 0.560677
0.08, 0.823399, 0.518734, 1.58732, 0.506874
0.09, 0.766572, 0.485779, 1.57803, 0.461934
0.1, 0.717193, 0.457974, 1.56601, 0.423375
0.2, 0.41299, 0.28396, 1.4544, 0.206069
0.3, 0.25973, 0.194264, 1.33699, 0.10846
0.4, 0.169369, 0.139534, 1.21382, 0.0527783
0.5, 0.113173, 0.103195, 1.0967, 0.0255242
0.6, 0.0769615, 0.0773507, 0.994968, 0.0112428
0.7, 0.0527046, 0.0567265, 0.929099, 0.00441803
0.8, 0.0342445, 0.0381968, 0.896529, 0.00172353
0.9, 0.0174306, 0.0194903, 0.89432, 0.000529531
0.0001, 0.257992, 0.483657, 0.533419, 3.54816
0.0002, 0.210216, 0.398839, 0.527069, 1.61272
0.0003, 0.18675, 0.358487, 0.520938, 1.02227
0.0004, 0.171913, 0.33317, 0.515992, 0.742747
0.0005, 0.161388, 0.315186, 0.51204, 0.581883
0.0006, 0.153403, 0.301461, 0.508865, 0.478245
0.0007, 0.147067, 0.290476, 0.506298, 0.406178
0.0008, 0.141884, 0.281395, 0.504217, 0.353484
0.0009, 0.137543, 0.273701, 0.502531, 0.313387
0.001, 0.13384, 0.267055, 0.50117, 0.281915
0.002, 0.113674, 0.22835, 0.497806, 0.149335
0.003, 0.105238, 0.209218, 0.503009, 0.109776
0.004, 0.100791, 0.197005, 0.511616, 0.0913576
0.005, 0.098254, 0.188261, 0.521902, 0.0809296
0.006, 0.0967959, 0.181574, 0.533094, 0.0743384
0.007, 0.0960071, 0.176229, 0.544787, 0.0698625
0.008, 0.0956659, 0.171828, 0.556753, 0.0666809
0.009, 0.0956358, 0.168122, 0.568847, 0.0643391
0.01, 0.0958296, 0.164945, 0.580978, 0.0625698
0.02, 0.102721, 0.147373, 0.697019, 0.0565409
0.03, 0.11171, 0.139851, 0.798773, 0.0556804
0.04, 0.120486, 0.135766, 0.887454, 0.0554291
0.05, 0.128677, 0.133277, 0.965488, 0.055157
0.06, 0.136234, 0.131637, 1.03492, 0.0547569
0.07, 0.14318, 0.130476, 1.09737, 0.0542303
0.08, 0.14956, 0.129595, 1.15406, 0.0535995
0.09, 0.155416, 0.128868, 1.20601, 0.0528893
0.1, 0.160807, 0.128255, 1.25381, 0.0521211
0.2, 0.194957, 0.121953, 1.59863, 0.0440811
