# mu values:
1.295000, 4.000000, 10.000000, 20.000000
# num_x_vals
36
# x, apfel++, lhapdf, ratio
0.002, 0.112607, 0.112606, 1
0.003, 0.105671, 0.10567, 1.00001
0.004, 0.101862, 0.101862, 1
0.005, 0.0995665, 0.0995664, 1
0.006, 0.098132, 0.0981313, 1.00001
0.007, 0.0972348, 0.0972345, 1
0.008, 0.0966978, 0.0966967, 1.00001
0.009, 0.0964169, 0.096418, 0.999989
0.01, 0.0963084, 0.0963084, 1
0.02, 0.0993397, 0.0993396, 1
0.03, 0.10422, 0.104221, 0.999993
0.04, 0.109093, 0.109093, 1
0.05, 0.113654, 0.113653, 1
0.06, 0.117854, 0.117854, 1.00001
0.07, 0.121709, 0.121709, 1
0.08, 0.125249, 0.125249, 0.999999
0.09, 0.128502, 0.128502, 1
0.1, 0.131496, 0.131496, 1
0.2, 0.151309, 0.151309, 1
0.3, 0.159663, 0.159663, 0.999998
0.4, 0.161175, 0.161175, 1
0.5, 0.1578, 0.1578, 1
0.6, 0.150425, 0.150425, 1
0.7, 0.139252, 0.139252, 1
0.8, 0.123628, 0.123629, 0.999995
0.9, 0.100533, 0.100533, 0.999999
0.0001, 0.215789, 0.215789, 1
0.0002, 0.182574, 0.182573, 1
0.0003, 0.16599, 0.165988, 1.00001
0.0004, 0.155436, 0.155435, 1
0.0005, 0.147927, 0.147927, 1
0.0006, 0.142225, 0.142223, 1.00001
0.0007, 0.137701, 0.1377, 1
0.0008, 0.134003, 0.134002, 1
0.0009, 0.130909, 0.130909, 1.00001
0.001, 0.128275, 0.128275, 1
0.002, 0.114069, 0.114068, 1
0.003, 0.108283, 0.108282, 1.00001
0.004, 0.105328, 0.105328, 1
0.005, 0.103713, 0.103713, 1
0.006, 0.102842, 0.102842, 1.00001
0.007, 0.102429, 0.102429, 1
0.008, 0.102317, 0.102316, 1.00001
0.009, 0.102416, 0.102417, 0.999989
0.01, 0.102652, 0.102652, 1
0.02, 0.108165, 0.108165, 1
0.03, 0.114873, 0.114875, 0.999991
0.04, 0.121395, 0.121395, 1
0.05, 0.127552, 0.127552, 1
0.06, 0.133341, 0.133339, 1.00002
0.07, 0.13879, 0.13879, 0.999998
0.08, 0.143945, 0.143945, 0.999999
0.09, 0.148828, 0.148828, 0.999998
0.1, 0.153474, 0.153474, 1
0.2, 0.190514, 0.190514, 1
0.3, 0.216328, 0.216328, 0.999999
0.4, 0.234442, 0.234442, 1
0.5, 0.246143, 0.246143, 1
0.6, 0.252341, 0.252341, 1
0.7, 0.25504, 0.25504, 1
0.8, 0.25875, 0.258749, 1
0.9, 0.265639, 0.26564, 0.999999
0.0001, 0.212116, 0.212116, 1
0.0002, 0.179339, 0.179339, 1
0.0003, 0.162169, 0.162167, 1.00001
0.0004, 0.150824, 0.150823, 1
0.0005, 0.142485, 0.142485, 1
0.0006, 0.135964, 0.135963, 1.00001
0.0007, 0.130647, 0.130646, 1
0.0008, 0.126185, 0.126184, 1
0.0009, 0.122359, 0.122358, 1.00001
0.001, 0.11902, 0.11902, 1
0.002, 0.0989916, 0.0989915, 1
0.003, 0.0887534, 0.0887523, 1.00001
0.004, 0.0821127, 0.0821125, 1
0.005, 0.0773072, 0.0773071, 1
0.006, 0.0735995, 0.0735984, 1.00001
0.007, 0.0706126, 0.0706123, 1
0.008, 0.0681353, 0.0681346, 1.00001
0.009, 0.0660341, 0.0660342, 0.999997
0.01, 0.0642155, 0.0642155, 1
0.02, 0.0537337, 0.0537335, 1
0.03, 0.0487265, 0.0487262, 1.00001
0.04, 0.0456429, 0.0456427, 1
0.05, 0.0435048, 0.0435047, 1
0.06, 0.0419139, 0.0419131, 1.00002
0.07, 0.0406709, 0.0406708, 1
0.08, 0.039668, 0.0396678, 1
0.09, 0.0388358, 0.0388356, 1
0.1, 0.0381317, 0.0381317, 1
0.2, 0.0343349, 0.0343349, 1
0.3, 0.0328728, 0.0328727, 1
0.4, 0.0327072, 0.0327072, 1
0.5, 0.0339404, 0.0339405, 1
0.6, 0.0368722, 0.0368722, 1
0.7, 0.0417412, 0.0417412, 1
0.8, 0.0484235, 0.0484235, 1
0.9, 0.055428, 0.055428, 0.999999
0.0001, 3.46945e-18, 0, inf
0.0002, -1.01721e-17, 0, -inf
0.0003, 3.45494e-18, 0, inf
0.0004, -6.35246e-18, 0, -inf
0.0005, -3.42798e-18, 0, -inf
0.0006, 8.88268e-19, 0, inf
0.0007, -1.50799e-18, 0, -inf
0.0008, -3.72023e-18, 0, -inf
0.0009, -7.56788e-18, 0, -inf
0.001, -6.93889e-18, 0, -inf
0.002, -2.00556e-19, 0, -inf
0.003, -5.67637e-18, 0, -inf
0.004, -1.9833e-18, 0, -inf
0.005, 6.80648e-22, 0, inf
0.006, -4.19359e-19, 0, -inf
0.007, -1.33065e-19, 0, -inf
0.008, 1.60824e-18, 0, inf
0.009, 7.19139e-20, 0, inf
0.01, -1.73472e-18, 0, -inf
0.02, -4.39883e-20, 0, -inf
0.03, -1.59874e-18, 0, -inf
0.04, 1.76709e-18, 0, inf
0.05, 6.53907e-20, 0, inf
0.06, -3.94198e-18, 0, -inf
0.07, -1.56396e-18, 0, -inf
0.08, -5.1166e-18, 0, -inf
0.09, -3.38897e-18, 0, -inf
0.1, -1.73472e-18, 0, -inf
0.2, -8.90815e-18, 0, -inf
0.3, -1.20612e-18, 0, -inf
0.4, -1.34332e-18, 0, -inf
0.5, -9.0525e-18, 0, -inf
0.6, 7.2591e-18, 0, inf
0.7, 1.03e-18, 0, inf
0.8, 2.85221e-18, 0, inf
0.9, -1.16288e-17, 0, -inf
0.0001, -1.73472e-17, 0, -inf
0.0002, -1.34024e-17, 0, -inf
0.0003, -5.09286e-18, 0, -inf
0.0004, -1.58488e-17, 0, -inf
0.0005, -1.02497e-17, 0, -inf
0.0006, -5.39929e-18, 0, -inf
0.0007, -1.56142e-17, 0, -inf
0.0008, -1.12774e-17, 0, -inf
0.0009, -2.18041e-17, 0, -inf
0.001, -2.08167e-17, 0, -inf
0.002, -9.94806e-18, 0, -inf
0.003, -7.35035e-18, 0, -inf
0.004, -7.41811e-18, 0, -inf
0.005, 6.74327e-20, 0, inf
0.006, -4.92757e-18, 0, -inf
0.007, -3.46945e-18, 0, -inf
0.008, -3.2965e-18, 0, -inf
0.009, -3.89086e-18, 0, -inf
0.01, -6.93889e-18, 0, -inf
0.02, 6.73743e-20, 0, inf
0.03, -3.01863e-18, 0, -inf
0.04, -5.36238e-18, 0, -inf
0.05, -1.69564e-18, 0, -inf
0.06, -1.01146e-17, 0, -inf
0.07, -7.16845e-18, 0, -inf
0.08, -8.10635e-18, 0, -inf
0.09, -1.21486e-17, 0, -inf
0.1, -5.20417e-18, 0, -inf
0.2, -1.37444e-17, 0, -inf
0.3, -1.28272e-17, 0, -inf
0.4, -6.02532e-19, 0, -inf
0.5, -1.5373e-17, 0, -inf
0.6, -8.29958e-18, 0, -inf
0.7, -9.8684e-18, 0, -inf
0.8, -8.1981e-18, 0, -inf
0.9, -1.28364e-17, 0, -inf
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
0.0001, 42.4207, 41.8579, 1.01345
0.0002, 32.569, 32.2411, 1.01017
0.0003, 27.7871, 27.5558, 1.00839
0.0004, 24.7754, 24.5996, 1.00714
0.0005, 22.6386, 22.4986, 1.00622
0.0006, 21.0135, 20.8984, 1.00551
0.0007, 19.7185, 19.6227, 1.00488
0.0008, 18.6532, 18.572, 1.00437
0.0009, 17.755, 17.6858, 1.00392
0.001, 16.9831, 16.9238, 1.00351
0.002, 12.5856, 12.5736, 1.00095
0.003, 10.494, 10.4992, 0.999509
0.004, 9.19407, 9.20838, 0.998446
0.005, 8.28095, 8.30085, 0.997603
0.006, 7.59207, 7.61542, 0.996934
0.007, 7.04674, 7.07285, 0.996308
0.008, 6.60077, 6.62894, 0.995751
0.009, 6.22666, 6.25687, 0.995172
0.01, 5.90658, 5.93766, 0.994765
0.02, 4.11136, 4.14741, 0.991308
0.03, 3.27657, 3.31375, 0.988779
0.04, 2.76483, 2.8023, 0.98663
0.05, 2.40895, 2.44624, 0.984754
0.06, 2.14261, 2.1793, 0.983164
0.07, 1.93324, 1.96923, 0.981723
0.08, 1.763, 1.79822, 0.980416
0.09, 1.62082, 1.6552, 0.97923
0.1, 1.50194, 1.53333, 0.979526
0.2, 0.83634, 0.85728, 0.975574
0.3, 0.533465, 0.549844, 0.970212
0.4, 0.353875, 0.366337, 0.965982
0.5, 0.233852, 0.243034, 0.962219
0.6, 0.149792, 0.154995, 0.966433
0.7, 0.0875148, 0.0906087, 0.965854
0.8, 0.0430606, 0.0443118, 0.971763
0.9, 0.0137662, 0.0139621, 0.985969
0.0001, 0.905634, 0.894337, 1.01263
0.0002, 0.720679, 0.716775, 1.00545
0.0003, 0.629174, 0.627957, 1.00194
0.0004, 0.570913, 0.571061, 0.999742
0.0005, 0.52928, 0.530212, 0.998243
0.0006, 0.497456, 0.498872, 0.997161
0.0007, 0.472001, 0.473751, 0.996307
0.0008, 0.451006, 0.452976, 0.995652
0.0009, 0.433271, 0.435396, 0.995119
0.001, 0.418008, 0.420245, 0.994676
0.002, 0.330978, 0.333411, 0.992703
0.003, 0.289971, 0.292249, 0.992203
0.004, 0.264913, 0.267039, 0.992037
0.005, 0.247667, 0.249665, 0.991999
0.006, 0.234946, 0.236834, 0.992028
0.007, 0.225113, 0.226919, 0.992041
0.008, 0.217272, 0.219008, 0.992072
0.009, 0.210862, 0.212556, 0.992027
0.01, 0.205519, 0.207156, 0.992096
0.02, 0.179315, 0.180676, 0.992466
0.03, 0.170738, 0.171888, 0.993308
0.04, 0.167413, 0.168319, 0.994616
0.05, 0.166281, 0.166905, 0.996259
0.06, 0.166208, 0.16652, 0.998129
0.07, 0.166676, 0.16666, 1.00009
0.08, 0.167426, 0.167077, 1.00208
0.09, 0.168309, 0.167628, 1.00406
0.1, 0.169256, 0.168238, 1.00605
0.2, 0.175878, 0.172715, 1.01832
0.3, 0.17577, 0.172834, 1.01699
0.4, 0.17109, 0.170111, 1.00576
0.5, 0.163949, 0.165617, 0.989933
0.6, 0.155972, 0.159711, 0.976587
0.7, 0.147529, 0.152108, 0.969894
0.8, 0.138266, 0.141541, 0.976862
0.9, 0.124317, 0.123852, 1.00376
0.0001, 0.903921, 0.905856, 0.997864
0.0002, 0.718885, 0.71619, 1.00376
0.0003, 0.627747, 0.623563, 1.00671
0.0004, 0.569912, 0.565166, 1.0084
0.0005, 0.528696, 0.523751, 1.00944
0.0006, 0.497267, 0.492296, 1.0101
0.0007, 0.472183, 0.467299, 1.01045
0.0008, 0.451535, 0.446783, 1.01064
0.0009, 0.434126, 0.429543, 1.01067
0.001, 0.419171, 0.414776, 1.0106
0.002, 0.33454, 0.332083, 1.0074
0.003, 0.295262, 0.294368, 1.00304
0.004, 0.271608, 0.271946, 0.99876
0.005, 0.255577, 0.256899, 0.994853
0.006, 0.243944, 0.246068, 0.991371
0.007, 0.235111, 0.237909, 0.988241
0.008, 0.228204, 0.231567, 0.985476
0.009, 0.222677, 0.22654, 0.982947
0.01, 0.218177, 0.222444, 0.980816
0.02, 0.199202, 0.205522, 0.969249
0.03, 0.196851, 0.203538, 0.967145
0.04, 0.19928, 0.205716, 0.968715
0.05, 0.203591, 0.209511, 0.971742
0.06, 0.208718, 0.214008, 0.97528
0.07, 0.214181, 0.218815, 0.978819
0.08, 0.219745, 0.223744, 0.982127
0.09, 0.225268, 0.228678, 0.985086
0.1, 0.23074, 0.233574, 0.987867
0.2, 0.275743, 0.277017, 0.995403
0.3, 0.30537, 0.310278, 0.984181
0.4, 0.326128, 0.33516, 0.973053
0.5, 0.343685, 0.353422, 0.972451
0.6, 0.363371, 0.367884, 0.987733
0.7, 0.38737, 0.383886, 1.00908
0.8, 0.416318, 0.408878, 1.0182
0.9, 0.434705, 0.439696, 0.988649
0.0001, 0.899835, 0.889116, 1.01206
0.0002, 0.714333, 0.708702, 1.00795
0.0003, 0.622045, 0.618306, 1.00605
0.0004, 0.562992, 0.56026, 1.00487
0.0005, 0.520594, 0.518476, 1.00409
0.0006, 0.488042, 0.48633, 1.00352
0.0007, 0.461894, 0.460487, 1.00306
0.0008, 0.440237, 0.439053, 1.0027
0.0009, 0.421869, 0.420863, 1.00239
0.001, 0.405998, 0.405139, 1.00212
0.002, 0.313903, 0.313744, 1.00051
0.003, 0.268937, 0.269083, 0.999457
0.004, 0.240549, 0.240913, 0.998487
0.005, 0.220393, 0.220931, 0.997564
0.006, 0.205067, 0.205747, 0.996694
0.007, 0.192863, 0.193675, 0.995806
0.008, 0.182838, 0.183766, 0.994948
0.009, 0.1744, 0.175444, 0.994048
0.01, 0.167161, 0.168292, 0.993275
0.02, 0.126431, 0.128173, 0.986408
0.03, 0.107708, 0.10972, 0.981661
0.04, 0.0965203, 0.0986331, 0.978579
0.05, 0.0889883, 0.0911016, 0.976803
0.06, 0.083554, 0.0856018, 0.976078
0.07, 0.0794453, 0.081392, 0.976083
0.08, 0.0762409, 0.0780625, 0.976665
0.09, 0.0736781, 0.0753585, 0.977701
0.1, 0.0716013, 0.0731242, 0.979175
0.2, 0.0622781, 0.0625894, 0.995026
0.3, 0.0602952, 0.0601684, 1.00211
0.4, 0.061395, 0.0613048, 1.00147
0.5, 0.0653435, 0.0654228, 0.998787
0.6, 0.0725842, 0.0726031, 0.99974
0.7, 0.0826977, 0.0827771, 0.999041
0.8, 0.0945976, 0.0949587, 0.996198
0.9, 0.103509, 0.104871, 0.98701
0.0001, 0.63551, 0.639487, 0.993781
0.0002, 0.493714, 0.4971, 0.993189
0.0003, 0.424102, 0.426997, 0.993221
0.0004, 0.379948, 0.382482, 0.993374
0.0005, 0.34846, 0.350704, 0.993601
0.0006, 0.324416, 0.326419, 0.993862
0.0007, 0.305191, 0.307006, 0.994089
0.0008, 0.289335, 0.290983, 0.994336
0.0009, 0.275935, 0.277445, 0.994559
0.001, 0.264396, 0.265786, 0.994769
0.002, 0.198261, 0.198983, 0.996373
0.003, 0.166623, 0.167075, 0.99729
0.004, 0.14696, 0.147291, 0.997751
0.005, 0.133192, 0.133465, 0.997953
0.006, 0.122859, 0.123104, 0.998014
0.007, 0.114736, 0.114977, 0.997908
0.008, 0.108147, 0.108394, 0.997727
0.009, 0.102671, 0.10294, 0.997388
0.01, 0.0980342, 0.0983111, 0.997184
0.02, 0.0735758, 0.0740103, 0.994129
0.03, 0.0641106, 0.0646008, 0.992412
0.04, 0.0596255, 0.0600897, 0.992275
0.05, 0.0574725, 0.0578626, 0.993258
0.06, 0.0565997, 0.0568862, 0.994964
0.07, 0.0564917, 0.056667, 0.996908
0.08, 0.056871, 0.0569367, 0.998845
0.09, 0.0575626, 0.0575267, 1.00062
0.1, 0.0584833, 0.0583417, 1.00243
0.2, 0.0705511, 0.0703398, 1.003
0.3, 0.0820482, 0.082665, 0.992538
0.4, 0.0941725, 0.0951189, 0.99005
0.5, 0.110245, 0.110422, 0.998399
0.6, 0.133829, 0.132204, 1.01229
0.7, 0.166725, 0.164232, 1.01518
0.8, 0.209814, 0.208959, 1.00409
0.9, 0.257932, 0.262198, 0.983727
0.0001, -1.11022e-16, 0, -inf
0.0002, -8.38173e-17, 0, -inf
0.0003, -3.10472e-17, 0, -inf
0.0004, -3.36593e-17, 0, -inf
0.0005, -2.76095e-17, 0, -inf
0.0006, -3.22149e-17, 0, -inf
0.0007, -2.12713e-17, 0, -inf
0.0008, -1.47253e-17, 0, -inf
0.0009, -1.14753e-17, 0, -inf
0.001, 2.75533e-31, 0, inf
0.002, -2.10529e-17, 0, -inf
0.003, -3.92025e-17, 0, -inf
0.004, -3.21885e-17, 0, -inf
0.005, -2.10481e-17, 0, -inf
0.006, -1.34434e-17, 0, -inf
0.007, -1.15882e-17, 0, -inf
0.008, -2.683e-18, 0, -inf
0.009, -1.4675e-17, 0, -inf
0.01, 9.83218e-32, 0, inf
0.02, -1.03341e-17, 0, -inf
0.03, -1.10953e-17, 0, -inf
0.04, -7.19057e-18, 0, -inf
0.05, -3.21044e-18, 0, -inf
0.06, -1.28507e-17, 0, -inf
0.07, 8.71538e-19, 0, inf
0.08, -1.67484e-17, 0, -inf
0.09, -1.50079e-17, 0, -inf
0.1, -1.73472e-17, 0, -inf
0.2, -1.67089e-17, 0, -inf
0.3, 1.29312e-18, 0, inf
0.4, 4.14788e-18, 0, inf
0.5, -2.06362e-17, 0, -inf
0.6, -3.12294e-17, 0, -inf
0.7, -1.50823e-17, 0, -inf
0.8, -4.30143e-18, 0, -inf
0.9, -3.30442e-17, 0, -inf
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
0.0001, 68.2323, 67.7905, 1.00652
0.0002, 50.7907, 50.6272, 1.00323
0.0003, 42.5426, 42.4815, 1.00144
0.0004, 37.4334, 37.4272, 1.00017
0.0005, 33.8532, 33.8794, 0.999229
0.0006, 31.1574, 31.2043, 0.998497
0.0007, 29.0267, 29.0893, 0.997848
0.0008, 27.2866, 27.3598, 0.997325
0.0009, 25.8287, 25.9104, 0.996846
0.001, 24.5827, 24.671, 0.99642
0.002, 17.6225, 17.7344, 0.993689
0.003, 14.4075, 14.5222, 0.992105
0.004, 12.4464, 12.5606, 0.990909
0.005, 11.088, 11.2007, 0.989943
0.006, 10.0747, 10.185, 0.98917
0.007, 9.28, 9.38855, 0.988438
0.008, 8.63537, 8.74225, 0.987774
0.009, 8.09847, 8.20443, 0.987085
0.01, 7.64202, 7.74581, 0.986601
0.02, 5.13804, 5.2303, 0.98236
0.03, 4.01155, 4.09698, 0.979149
0.04, 3.33536, 3.41611, 0.976363
0.05, 2.87245, 2.94944, 0.973899
0.06, 2.53041, 2.60387, 0.971788
0.07, 2.2644, 2.33471, 0.969883
0.08, 2.05014, 2.11753, 0.968172
0.09, 1.87287, 1.9373, 0.966746
0.1, 1.72647, 1.78477, 0.967335
0.2, 0.921105, 0.95863, 0.960855
0.3, 0.569574, 0.596942, 0.954153
0.4, 0.369122, 0.387575, 0.952387
0.5, 0.240326, 0.251451, 0.955756
0.6, 0.154109, 0.157902, 0.975982
0.7, 0.0912484, 0.0922574, 0.989063
0.8, 0.0467132, 0.0466145, 1.00212
0.9, 0.0161729, 0.0164789, 0.981429
0.0001, 1.66015, 1.63933, 1.0127
0.0002, 1.2812, 1.27939, 1.00142
0.0003, 1.09789, 1.1025, 0.995822
0.0004, 0.98276, 0.990393, 0.992293
0.0005, 0.901283, 0.910518, 0.989858
0.0006, 0.839466, 0.849596, 0.988077
0.0007, 0.790315, 0.800988, 0.986676
0.0008, 0.749976, 0.760944, 0.985587
0.0009, 0.716042, 0.72717, 0.984696
0.001, 0.68694, 0.69814, 0.983958
0.002, 0.522788, 0.533118, 0.980624
0.003, 0.44634, 0.455536, 0.979811
0.004, 0.399768, 0.408085, 0.979619
0.005, 0.36769, 0.375327, 0.979653
0.006, 0.343956, 0.351049, 0.979794
0.007, 0.325523, 0.332196, 0.979912
0.008, 0.310735, 0.317067, 0.980032
0.009, 0.298564, 0.30464, 0.980054
0.01, 0.288345, 0.29417, 0.980197
0.02, 0.235872, 0.240598, 0.980359
0.03, 0.21591, 0.220257, 0.980264
0.04, 0.205967, 0.210054, 0.980543
0.05, 0.20043, 0.204248, 0.981309
0.06, 0.197178, 0.200684, 0.982531
0.07, 0.19522, 0.19838, 0.984072
0.08, 0.194045, 0.19683, 0.985853
0.09, 0.193355, 0.195738, 0.987823
0.1, 0.192984, 0.194939, 0.989971
0.2, 0.192203, 0.190719, 1.00778
0.3, 0.188476, 0.185928, 1.01371
0.4, 0.181995, 0.180685, 1.00725
0.5, 0.174854, 0.176104, 0.9929
0.6, 0.168952, 0.17259, 0.978922
0.7, 0.164434, 0.16969, 0.969025
0.8, 0.160616, 0.165575, 0.970053
0.9, 0.15204, 0.154454, 0.98437
0.0001, 1.65857, 1.67319, 0.991261
0.0002, 1.27981, 1.28254, 0.997868
0.0003, 1.09702, 1.09551, 1.00138
0.0004, 0.982442, 0.979007, 1.00351
0.0005, 0.901487, 0.89708, 1.00491
0.0006, 0.84016, 0.835264, 1.00586
0.0007, 0.791465, 0.786392, 1.00645
0.0008, 0.751555, 0.746451, 1.00684
0.0009, 0.718024, 0.71301, 1.00703
0.001, 0.689304, 0.684449, 1.00709
0.002, 0.528202, 0.525931, 1.00432
0.003, 0.454064, 0.454242, 0.999606
0.004, 0.409444, 0.41163, 0.994689
0.005, 0.379107, 0.382926, 0.990027
0.006, 0.356969, 0.362124, 0.985765
0.007, 0.340033, 0.346316, 0.981857
0.008, 0.326663, 0.333897, 0.978335
0.009, 0.31585, 0.32392, 0.975086
0.01, 0.306939, 0.315682, 0.972305
0.02, 0.265982, 0.278053, 0.956588
0.03, 0.256048, 0.268551, 0.953442
0.04, 0.255308, 0.267195, 0.955513
0.05, 0.258376, 0.26921, 0.959758
0.06, 0.263243, 0.272845, 0.964808
0.07, 0.268988, 0.277328, 0.969926
0.08, 0.275145, 0.282271, 0.974753
0.09, 0.281442, 0.287439, 0.979134
0.1, 0.287816, 0.29272, 0.983249
0.2, 0.341245, 0.342672, 0.995835
0.3, 0.376542, 0.382806, 0.983636
0.4, 0.402713, 0.414182, 0.972309
0.5, 0.428158, 0.439631, 0.973903
0.6, 0.460221, 0.463789, 0.992306
0.7, 0.49987, 0.493582, 1.01274
0.8, 0.544508, 0.535549, 1.01673
0.9, 0.568902, 0.578157, 0.983991
0.0001, 1.65402, 1.64202, 1.00731
0.0002, 1.27423, 1.27047, 1.00296
0.0003, 1.08994, 1.08869, 1.00115
0.0004, 0.973851, 0.97373, 1.00012
0.0005, 0.891476, 0.891909, 0.999514
0.0006, 0.828815, 0.829533, 0.999134
0.0007, 0.778867, 0.779769, 0.998844
0.0008, 0.737774, 0.738762, 0.998662
0.0009, 0.703122, 0.704165, 0.998519
0.001, 0.673335, 0.674408, 0.998409
0.002, 0.503554, 0.504544, 0.998038
0.003, 0.422783, 0.42371, 0.997813
0.004, 0.372616, 0.37358, 0.99742
0.005, 0.337421, 0.338466, 0.996913
0.006, 0.310914, 0.312051, 0.996357
0.007, 0.289974, 0.291228, 0.995695
0.008, 0.272889, 0.274261, 0.994997
0.009, 0.258595, 0.260104, 0.994199
0.01, 0.246399, 0.248005, 0.993524
0.02, 0.179061, 0.1815, 0.98656
0.03, 0.149018, 0.151859, 0.981297
0.04, 0.131453, 0.134433, 0.977837
0.05, 0.11985, 0.122806, 0.975931
0.06, 0.111627, 0.11445, 0.975334
0.07, 0.105518, 0.10815, 0.975667
0.08, 0.100838, 0.10324, 0.976734
0.09, 0.0971654, 0.0993106, 0.978399
0.1, 0.0942447, 0.0961116, 0.980575
0.2, 0.0822772, 0.0821549, 1.00149
0.3, 0.0809132, 0.0801674, 1.0093
0.4, 0.0836377, 0.0830646, 1.0069
0.5, 0.0900049, 0.0898058, 1.00222
0.6, 0.100501, 0.100292, 1.00208
0.7, 0.114198, 0.114189, 1.00008
0.8, 0.129324, 0.129847, 0.995971
0.9, 0.138976, 0.141011, 0.985572
0.0001, 1.40011, 1.42332, 0.983687
0.0002, 1.0626, 1.0822, 0.981889
0.0003, 0.900246, 0.917282, 0.981427
0.0004, 0.798587, 0.813786, 0.981323
0.0005, 0.726782, 0.740548, 0.981411
0.0006, 0.672373, 0.684978, 0.981597
0.0007, 0.629147, 0.640821, 0.981782
0.0008, 0.59369, 0.604562, 0.982016
0.0009, 0.563872, 0.574068, 0.982238
0.001, 0.538304, 0.547915, 0.982458
0.002, 0.393969, 0.400236, 0.984342
0.003, 0.326459, 0.331253, 0.985527
0.004, 0.285109, 0.289108, 0.986166
0.005, 0.256474, 0.259992, 0.986469
0.006, 0.23518, 0.23838, 0.986577
0.007, 0.218567, 0.221566, 0.986466
0.008, 0.205184, 0.208046, 0.986243
0.009, 0.194131, 0.196922, 0.985828
0.01, 0.184824, 0.187533, 0.98555
