# mu values:
1.295000, 1.490000, 1.510000, 4.000000, 10.000000, 20.000000
# num_x_vals
36
# x, apfel++, lhapdf, ratio
0.5, 0.290584, 0.290574, 1.00003
0.6, 0.20626, 0.206444, 0.999109
0.7, 0.135656, 0.136533, 0.993578
0.8, 0.076257, 0.0778495, 0.979544
0.9, 0.0290479, 0.0306766, 0.946905
0.0001, 0.421835, 0.445787, 0.946271
0.0002, 0.358016, 0.376275, 0.951475
0.0003, 0.324687, 0.340149, 0.954544
0.0004, 0.302723, 0.316423, 0.956703
0.0005, 0.28662, 0.299067, 0.958381
0.0006, 0.274055, 0.285546, 0.959759
0.0007, 0.263832, 0.274566, 0.960904
0.0008, 0.255273, 0.265384, 0.961901
0.0009, 0.247948, 0.257534, 0.962776
0.001, 0.24157, 0.250708, 0.96355
0.002, 0.203661, 0.210266, 0.968589
0.003, 0.184655, 0.190081, 0.971452
0.004, 0.172557, 0.177269, 0.973417
0.005, 0.163965, 0.168184, 0.974916
0.006, 0.157463, 0.161313, 0.976136
0.007, 0.152326, 0.15589, 0.977137
0.008, 0.14815, 0.151481, 0.978012
0.009, 0.144681, 0.147822, 0.978748
0.01, 0.141739, 0.144715, 0.979436
0.02, 0.12654, 0.128609, 0.983912
0.03, 0.121162, 0.122802, 0.986649
0.04, 0.119034, 0.120394, 0.988699
0.05, 0.11839, 0.119543, 0.990353
0.06, 0.11853, 0.119514, 0.991761
0.07, 0.11911, 0.119958, 0.992933
0.08, 0.119956, 0.120685, 0.993958
0.09, 0.120952, 0.121579, 0.994845
0.1, 0.122038, 0.122574, 0.995627
0.2, 0.132558, 0.132651, 0.999298
0.3, 0.139475, 0.139689, 0.998465
0.4, 0.143837, 0.144526, 0.995233
0.5, 0.146854, 0.148199, 0.990924
0.6, 0.147937, 0.14989, 0.986972
0.7, 0.143718, 0.145876, 0.985209
0.8, 0.127344, 0.128597, 0.990256
0.9, 0.0881204, 0.0857844, 1.02723
0.0001, 0.4173, 0.440773, 0.946745
0.0002, 0.355974, 0.374408, 0.950765
0.0003, 0.323734, 0.339625, 0.953209
0.0004, 0.302401, 0.316661, 0.954968
0.0005, 0.286715, 0.299797, 0.956362
0.0006, 0.274449, 0.286622, 0.95753
0.0007, 0.264452, 0.275897, 0.958515
0.0008, 0.256071, 0.266912, 0.959386
0.0009, 0.248892, 0.259218, 0.960163
0.001, 0.242635, 0.252519, 0.960859
0.002, 0.205404, 0.212708, 0.965663
0.003, 0.186793, 0.192833, 0.968676
0.004, 0.175038, 0.180283, 0.970908
0.005, 0.166783, 0.171461, 0.972721
0.006, 0.160621, 0.164863, 0.974268
0.007, 0.15583, 0.159727, 0.975605
0.008, 0.152007, 0.155615, 0.976813
0.009, 0.148898, 0.152269, 0.977863
0.01, 0.146319, 0.149478, 0.978868
0.02, 0.134933, 0.136868, 0.98586
0.03, 0.133455, 0.134781, 0.990162
0.04, 0.135182, 0.136118, 0.993124
0.05, 0.138305, 0.138968, 0.995229
0.06, 0.142104, 0.142563, 0.996781
0.07, 0.146227, 0.146541, 0.997858
0.08, 0.150503, 0.150709, 0.998638
0.09, 0.154811, 0.154939, 0.999174
0.1, 0.159099, 0.159174, 0.999533
0.2, 0.196508, 0.196873, 0.998148
0.3, 0.225437, 0.226905, 0.993529
0.4, 0.253724, 0.256895, 0.987658
0.5, 0.287178, 0.292756, 0.980945
0.6, 0.32397, 0.332403, 0.97463
0.7, 0.350148, 0.360442, 0.971441
0.8, 0.337101, 0.344231, 0.979285
0.9, 0.244375, 0.234625, 1.04156
0.0001, 0.420696, 0.445024, 0.945332
0.0002, 0.354957, 0.374061, 0.948928
0.0003, 0.32032, 0.336795, 0.951082
0.0004, 0.297329, 0.31212, 0.952612
0.0005, 0.280365, 0.293941, 0.953813
0.0006, 0.26705, 0.279689, 0.954811
0.0007, 0.256158, 0.268047, 0.955644
0.0008, 0.246991, 0.258257, 0.956375
0.0009, 0.239106, 0.249844, 0.957022
0.001, 0.232208, 0.242491, 0.957595
0.002, 0.190353, 0.197989, 0.961429
0.003, 0.168519, 0.174868, 0.963697
0.004, 0.154124, 0.159666, 0.965293
0.005, 0.143557, 0.148527, 0.966538
0.006, 0.1353, 0.139834, 0.967575
0.007, 0.12857, 0.132761, 0.968429
0.008, 0.122927, 0.126835, 0.969189
0.009, 0.118091, 0.121764, 0.969837
0.01, 0.113869, 0.117337, 0.970444
0.02, 0.0886103, 0.0909253, 0.974539
0.03, 0.0758043, 0.0775753, 0.977171
0.04, 0.0676108, 0.0690469, 0.979201
0.05, 0.0617913, 0.0629944, 0.980902
0.06, 0.0574048, 0.0584325, 0.982413
0.07, 0.0539658, 0.0548614, 0.983674
0.08, 0.051204, 0.051994, 0.984805
0.09, 0.0489404, 0.0496461, 0.985785
0.1, 0.047064, 0.047701, 0.986646
0.2, 0.0387936, 0.0392009, 0.989609
0.3, 0.0385264, 0.039049, 0.986618
0.4, 0.042446, 0.0432454, 0.981516
0.5, 0.0501377, 0.0514289, 0.974894
0.6, 0.060577, 0.0625998, 0.967686
0.7, 0.0701341, 0.0728212, 0.963099
0.8, 0.0713818, 0.0735399, 0.970654
0.9, 0.0536909, 0.0515573, 1.04138
0.0001, -3.73063e-31, 0.00476882, -7.82297e-29
0.0002, -7.20259e-18, 0.00384197, -1.87471e-15
0.0003, 2.62338e-18, 0.00337204, 7.77981e-16
0.0004, -1.55057e-17, 0.00306792, -5.05413e-15
0.0005, -1.73385e-17, 0.00284771, -6.0886e-15
0.0006, 1.44757e-18, 0.00267748, 5.40646e-16
0.0007, -1.63548e-17, 0.00254007, -6.4387e-15
0.0008, -1.48739e-17, 0.00242571, -6.13178e-15
0.0009, 2.2923e-18, 0.00232836, 9.84515e-16
0.001, -3.46945e-18, 0.00224397, -1.54612e-15
0.002, -4.89089e-19, 0.00174881, -2.7967e-16
0.003, -4.50708e-18, 0.00150368, -2.99736e-15
0.004, -3.09464e-18, 0.00134802, -2.29568e-15
0.005, 3.66017e-18, 0.00123721, 2.95839e-15
0.006, -5.06093e-18, 0.0011529, -4.38974e-15
0.007, -3.14508e-18, 0.00108588, -2.89634e-15
0.008, -5.43308e-18, 0.00103094, -5.27001e-15
0.009, -4.54918e-19, 0.000984935, -4.61876e-16
0.01, -8.67362e-18, 0.000945517, -9.17341e-15
0.02, -4.93082e-18, 0.000730526, -6.74969e-15
0.03, -6.97093e-19, 0.000640978, -1.08755e-15
0.04, -2.25858e-18, 0.00059471, -3.79777e-15
0.05, 1.78283e-18, 0.000569384, 3.13115e-15
0.06, -4.56715e-18, 0.000555912, -8.21561e-15
0.07, -2.6556e-19, 0.000549852, -4.82967e-16
0.08, 1.92713e-18, 0.000548737, 3.51194e-15
0.09, 7.41905e-19, 0.000550992, 1.34649e-15
0.1, -1.73472e-18, 0.000555709, -3.12164e-15
0.2, 1.84197e-18, 0.000656562, 2.80549e-15
0.3, -9.11813e-18, 0.000799206, -1.1409e-14
0.4, -5.27253e-18, 0.0010051, -5.2458e-15
0.5, -3.32373e-18, 0.00132143, -2.51525e-15
0.6, -5.43357e-18, 0.00177793, -3.05612e-15
0.7, 8.74937e-19, 0.00234632, 3.72898e-16
0.8, -1.88816e-17, 0.002872, -6.57437e-15
0.9, -5.8438e-18, 0.002904, -2.01233e-15
0.0001, -4.16334e-17, 0, -inf
0.0002, -8.03762e-18, 0, -inf
0.0003, -1.57433e-17, 0, -inf
0.0004, -1.63705e-17, 0, -inf
0.0005, -1.70409e-17, 0, -inf
0.0006, -1.13808e-18, 0, -inf
0.0007, -3.07671e-17, 0, -inf
0.0008, -1.76542e-17, 0, -inf
0.0009, -1.68387e-17, 0, -inf
0.001, -1.04083e-17, 0, -inf
0.002, -3.21304e-19, 0, -inf
0.003, -1.25623e-17, 0, -inf
0.004, -6.83409e-18, 0, -inf
0.005, -1.03414e-17, 0, -inf
0.006, -8.7971e-18, 0, -inf
0.007, -6.19874e-18, 0, -inf
0.008, -1.69591e-17, 0, -inf
0.009, -1.19784e-17, 0, -inf
0.01, -8.67362e-18, 0, -inf
0.02, -2.15655e-18, 0, -inf
0.03, -1.01834e-17, 0, -inf
0.04, -4.68032e-18, 0, -inf
0.05, -8.71338e-18, 0, -inf
0.06, 1.61568e-18, 0, inf
0.07, -1.00274e-17, 0, -inf
0.08, -8.47903e-18, 0, -inf
0.09, -5.87509e-18, 0, -inf
0.1, -1.73472e-18, 0, -inf
0.2, -8.46661e-18, 0, -inf
0.3, -8.06733e-18, 0, -inf
0.4, -1.69059e-17, 0, -inf
0.5, -2.63823e-18, 0, -inf
0.6, -3.72626e-17, 0, -inf
0.7, -4.48516e-18, 0, -inf
0.8, -7.50156e-18, 0, -inf
0.9, -1.49908e-17, 0, -inf
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
0.0001, 7.75438, 7.84113, 0.988936
0.0002, 6.65785, 6.73216, 0.988963
0.0003, 6.07584, 6.1436, 0.988971
0.0004, 5.68759, 5.75112, 0.988953
0.0005, 5.39999, 5.46038, 0.98894
0.0006, 5.17352, 5.2314, 0.988936
0.0007, 4.98772, 5.04363, 0.988915
0.0008, 4.83097, 4.88518, 0.988904
0.0009, 4.69585, 4.7486, 0.988891
0.001, 4.5774, 4.6289, 0.988874
0.002, 3.85295, 3.89672, 0.988765
0.003, 3.47025, 3.50992, 0.988696
0.004, 3.21554, 3.25253, 0.988628
0.005, 3.02708, 3.06205, 0.98858
0.006, 2.87877, 2.91209, 0.988558
0.007, 2.75709, 2.78911, 0.988521
0.008, 2.65445, 2.68532, 0.988503
0.009, 2.56594, 2.59586, 0.988472
0.01, 2.48827, 2.51731, 0.988466
0.02, 2.01156, 2.03496, 0.988499
0.03, 1.75709, 1.77724, 0.988666
0.04, 1.58583, 1.60369, 0.988866
0.05, 1.45772, 1.47379, 0.989097
0.06, 1.35582, 1.37039, 0.989367
0.07, 1.27138, 1.28472, 0.989616
0.08, 1.19945, 1.21171, 0.989885
0.09, 1.13681, 1.14815, 0.990129
0.1, 1.08149, 1.09193, 0.990441
0.2, 0.729706, 0.734438, 0.993558
0.3, 0.531615, 0.533646, 0.996194
0.4, 0.394244, 0.394862, 0.998433
0.5, 0.289504, 0.289626, 0.999578
0.6, 0.205039, 0.205355, 0.998459
0.7, 0.134493, 0.135535, 0.992312
0.8, 0.0753445, 0.0771258, 0.976904
0.9, 0.0285614, 0.0303411, 0.941343
0.0001, 0.426905, 0.453078, 0.942233
0.0002, 0.362181, 0.382118, 0.947826
0.0003, 0.328384, 0.345259, 0.951124
0.0004, 0.306114, 0.321061, 0.953448
0.0005, 0.289788, 0.303363, 0.955252
0.0006, 0.277049, 0.289578, 0.956733
0.0007, 0.266684, 0.278386, 0.957965
0.0008, 0.258007, 0.269027, 0.959037
0.0009, 0.250581, 0.261028, 0.959978
0.001, 0.244115, 0.254071, 0.960811
0.002, 0.205682, 0.212872, 0.966228
0.003, 0.186412, 0.192315, 0.969305
0.004, 0.174143, 0.179267, 0.971416
0.005, 0.165428, 0.170014, 0.973026
0.006, 0.158831, 0.163015, 0.974334
0.007, 0.153617, 0.15749, 0.975409
0.008, 0.149378, 0.152997, 0.976346
0.009, 0.145855, 0.149268, 0.977136
0.01, 0.142867, 0.1461, 0.977873
0.02, 0.127401, 0.129649, 0.982667
0.03, 0.121896, 0.123677, 0.985601
0.04, 0.119689, 0.121168, 0.9878
0.05, 0.118991, 0.120244, 0.989578
0.06, 0.119089, 0.120159, 0.991091
0.07, 0.119636, 0.120558, 0.992355
0.08, 0.120455, 0.121248, 0.99346
0.09, 0.121428, 0.12211, 0.994417
0.1, 0.122494, 0.123077, 0.995262
0.2, 0.132886, 0.132989, 0.999228
0.3, 0.139723, 0.13996, 0.998309
0.4, 0.144027, 0.144782, 0.994785
0.5, 0.146997, 0.148467, 0.990101
0.6, 0.148045, 0.150174, 0.985826
0.7, 0.143812, 0.146157, 0.983954
0.8, 0.127496, 0.128845, 0.989529
0.9, 0.0885333, 0.0859637, 1.02989
0.0001, 0.422384, 0.448048, 0.94272
0.0002, 0.36015, 0.380293, 0.947034
0.0003, 0.327441, 0.3448, 0.949656
0.0004, 0.305802, 0.321374, 0.951545
0.0005, 0.289893, 0.304176, 0.953043
0.0006, 0.277453, 0.290741, 0.954297
0.0007, 0.267315, 0.279807, 0.955355
0.0008, 0.258817, 0.270647, 0.956292
0.0009, 0.251538, 0.262805, 0.957126
0.001, 0.245194, 0.255977, 0.957874
0.002, 0.207448, 0.21541, 0.963038
0.003, 0.18858, 0.195162, 0.966276
0.004, 0.176664, 0.182376, 0.968677
0.005, 0.168294, 0.173387, 0.970626
0.006, 0.162044, 0.166662, 0.97229
0.007, 0.157186, 0.161427, 0.973727
0.008, 0.153306, 0.157233, 0.975026
0.009, 0.150152, 0.153819, 0.976157
0.01, 0.147534, 0.15097, 0.977237
0.02, 0.135949, 0.138052, 0.984764
0.03, 0.134402, 0.135842, 0.989401
0.04, 0.136104, 0.137119, 0.992595
0.05, 0.13922, 0.139938, 0.994867
0.06, 0.143021, 0.143518, 0.99654
0.07, 0.147152, 0.14749, 0.997706
0.08, 0.151438, 0.151658, 0.998549
0.09, 0.155758, 0.155894, 0.999127
0.1, 0.160058, 0.160136, 0.999516
0.2, 0.197578, 0.197972, 0.998009
0.3, 0.226589, 0.228187, 0.992995
0.4, 0.254957, 0.258412, 0.986631
