1e-09	0	61.6791	0
2e-09	0	51.329	0
3e-09	0	46.0318	0
4e-09	0	42.5791	0
5e-09	0	40.0645	0
6e-09	0	38.1105	0
7e-09	0	36.5261	0
8e-09	0	35.2022	0
9e-09	0	34.0703	0
1e-08	0	33.086	0
2e-08	0	27.2242	0
3e-08	0	24.2467	0
4e-08	0	22.3156	0
5e-08	0	20.9142	0
6e-08	0	19.8284	0
7e-08	0	18.9503	0
8e-08	0	18.2179	0
9e-08	0	17.5933	0
1e-07	0	17.0508	0
2e-07	0	13.8404	0
3e-07	0	12.2243	0
4e-07	0	11.1823	0
5e-07	0	10.4295	0
6e-07	0	9.84844	0
7e-07	0	9.37988	0
8e-07	0	8.99024	0
9e-07	0	8.65853	0
1e-06	0	8.37117	0
2e-06	0	6.68313	0
3e-06	0	5.84298	0
4e-06	0	5.30534	0
5e-06	0	4.9191	0
6e-06	0	4.62234	0
7e-06	0	4.38397	0
8e-06	0	4.18639	0
9e-06	0	4.01877	0
1e-05	2.802	3.8739	0.723302
2e-05	2.2311	3.03148	0.735976
3e-05	1.94784	2.61849	0.743881
4e-05	1.7669	2.35685	0.749686
5e-05	1.63714	2.17039	0.754307
6e-05	1.53761	2.02804	0.758173
7e-05	1.45771	1.91435	0.761469
8e-05	1.39159	1.82059	0.764361
9e-05	1.33554	1.74136	0.76695
0.0001	1.28713	1.67319	0.769268
0.0002	1.00672	1.28254	0.784944
0.0003	0.870148	1.09551	0.794284
0.0004	0.784054	0.979007	0.800867
0.0005	0.722986	0.89708	0.805933
0.0006	0.676584	0.835264	0.810024
0.0007	0.639653	0.786392	0.813402
0.0008	0.609324	0.746451	0.816294
0.0009	0.583801	0.71301	0.818784
0.001	0.56191	0.684449	0.820967
0.002	0.438629	0.525931	0.834005
0.003	0.3817	0.454242	0.840299
0.004	0.347456	0.41163	0.844098
0.005	0.324235	0.382926	0.846731
0.006	0.307359	0.362124	0.848768
0.007	0.294516	0.346316	0.850427
0.008	0.284444	0.333897	0.851889
0.009	0.276357	0.32392	0.853164
0.01	0.269749	0.315682	0.854495
0.02	0.241122	0.278053	0.867179
0.03	0.236531	0.268551	0.880768
0.04	0.238946	0.267195	0.894274
0.05	0.24417	0.26921	0.906989
0.06	0.25065	0.272845	0.918655
0.07	0.257678	0.277328	0.929146
0.08	0.264903	0.282271	0.938468
0.09	0.272114	0.287439	0.946683
0.1	0.279293	0.29272	0.954132
0.2	0.338325	0.342672	0.987315
0.3	0.377617	0.382806	0.986446
0.4	0.407315	0.414182	0.983421
0.5	0.436354	0.439631	0.992546
0.6	0.472716	0.463789	1.01925
0.7	0.518379	0.493582	1.05024
0.8	0.572047	0.535549	1.06815
0.9	0.609406	0.578157	1.05405
